因变量,通话总量,大网占比,小网占比
0.333829557,2.910624405,0.907862408,0.092137592
0.182436412,2.62324929,0.869047619,0.673809524
0.390389595,3.035429738,0.968663594,0.050691244
0.23740702,2.783188691,0.94398682,0.583196046
0.480416473,2.926342447,0.739336493,0.406398104
-0.063729434,1.755874856,0.947368421,0.052631579
0.075077495,2.475671188,0.74916388,0.347826087
0.438015754,3.205745541,0.96886675,0.065379826
0.184375752,2.893761762,0.385696041,0.614303959
0.07990407,2.139879086,0.572463768,0.427536232
0.133051107,1.991226076,0.785714286,0.408163265
0.11192136,2.146128036,0.985714286,0.085714286
0.104972623,2.190331698,0.741935484,0.780645161
0.231967552,2.669316881,0.655246253,0.344753747
0.301434258,2.981818607,0.885297185,0.226277372
0.315984432,2.986323777,0.968008256,0.349845201
0.142724653,2.762678564,0.725388601,0.449050086
0.338332885,2.923761961,0.506555423,0.493444577
0.281672856,2.669316881,0.912205567,0.205567452
0.208545703,2.906335042,0.919354839,0.198511166
0.164164691,2.369215857,0.991452991,0.760683761
0.336061144,2.859738566,0.846685083,0.274861878
0.139875468,2.495544338,0.984025559,0.015974441
0.49394926,3.2955671,0.999493671,0.008607595
0.299301741,2.469822016,0.983050847,0.210169492
-0.084475752,2.079181246,0.941666667,0.058333333
0.063767235,2.385606274,0.308641975,0.711934156
0.284657099,3.035829825,0.944751381,0.103130755
0.192532911,2.965671971,0.961038961,0.038961039
0.285732359,2.924279286,0.66547619,0.597619048
0.173598913,2.46686762,0.955631399,0.249146758
0.016044592,2.311753861,0.6,0.4
0.273354108,2.871572936,0.715053763,0.310483871
0.093064907,2.831869774,0.098674521,0.973490427
0.159693387,1.986771734,0.969072165,0.030927835
0.072735238,1.954242509,0.988888889,0.011111111
0.174933492,2.460897843,0.951557093,0.404844291
0.217661381,2.753583059,0.873015873,0.126984127
0.215135821,2.550228353,0.969014085,0.098591549
0.143454887,2.643452676,0.913636364,0.086363636
0.288559776,2.959518377,0.996706915,0.232711306
0.335518136,2.774516966,0.946218487,0.475630252
0.268983283,2.974050903,0.994692144,0.274946921
0.32838635,3.441852176,0.820679682,0.81670282
-0.038665757,1.799340549,0.904761905,0.095238095
0.188843141,2.804820679,0.868338558,0.175548589
0.139348489,2.322219295,0.876190476,0.428571429
0.167270887,2.409933123,0.961089494,0.038910506
0.441556308,3.077004327,0.980737018,0.019262982
0.05915057,2.049218023,0.910714286,0.089285714
0.212470959,2.949390007,0.88988764,0.14494382
0.320228488,3.286007122,0.962215321,0.253623188
0.307634079,2.5132176,0.941717791,0.058282209
0.195998455,2.387389826,0.819672131,0.180327869
0.23003681,2.753583059,0.841269841,0.158730159
0.149833753,2.305351369,0.792079208,0.207920792
0.231598745,2.869818208,0.986504723,0.284750337
0.001915304,1.544068044,0.8,0.285714286
-0.242453953,0.954242509,1,0.111111111
0.085685274,2.599883072,0.778894472,0.386934673
0.34649894,3.309630167,0.968627451,0.080392157
0.058982819,1.995635195,0.98989899,0.060606061
0.221758667,2.867467488,0.932157395,0.067842605
0.183921329,2.096910013,1,0
0.037360016,1.897627091,0.683544304,0.569620253
0.189863403,2.721810615,0.95256167,0.233396584
0.172530465,2.702430536,0.821428571,0.178571429
0.361446763,3.415307292,0.928900846,0.10914681
0.326286273,3.28171497,0.907997909,0.3951908
0.111181093,2.071882007,0.974576271,0.279661017
0.170000122,2.593286067,0.602040816,0.617346939
0.130351025,2.517195898,0.650455927,0.349544073
0.223160917,2.770115295,0.813242784,0.186757216
0.087059019,2.385606274,0.744855967,0.530864198
0.262398365,2.592176757,0.938618926,0.143222506
0.197078162,2.307496038,0.945812808,0.128078818
0.1673972,2.491361694,0.909677419,0.15483871
0.596919285,3.04060234,0.797814208,0.204007286
0.307252951,2.683947131,0.950310559,0.385093168
0.116605314,2.260071388,1,0
0.194073539,2.781036939,0.913907285,0.086092715
0.16119798,2.58546073,0.94025974,0.05974026
0.494166422,2.021189299,0.904761905,0.304761905
0.452870369,2.942999593,0.935005701,0.064994299
0.301938508,2.705007959,0.936883629,0.297830375
0.4165148,3.11991541,0.993930197,0.006069803
0.226029372,3.157758886,0.996522949,0.003477051
0.18636131,2.626340367,0.806146572,0.241134752
0.266223759,3.047664195,0.508960573,0.514336918
0.262660242,2.814913181,1,0.145482389
0.252502442,2.811575006,0.908950617,0.74691358
0.29459019,2.902546779,0.982478098,0.128911139
0.047313346,2.235528447,0.476744186,0.523255814
0.149371001,2.408239965,0.85546875,0.359375
0.142916946,2.559906625,0.787878788,0.550964187
0.175696081,2.726727209,0.844277674,0.242026266
0.151134736,2.652246341,0.908685969,0.10467706
0.180723629,2.372912003,0.970338983,0.029661017
0.160099333,2.705863712,0.568897638,0.431102362
0.021671325,2.161368002,0.772413793,0.227586207
0.191710794,2.8162413,0.841221374,0.158778626
0.108148729,2.371067862,0.94893617,0.331914894
0.291019614,2.723455672,0.964083176,0.035916824
0.225760082,3.203304916,0.629931121,0.425172198
0.133540677,2.72427587,0.464150943,0.535849057
0.461034993,3.461948495,0.98895409,0.040386607
0.0937804,2.053078443,1,0
0.177756109,2.380211242,0.979166667,0.204166667
0.260733653,2.810232518,0.674922601,0.476780186
0.040827438,2.100370545,0.325396825,0.714285714
0.071524506,2.587710965,0.824289406,0.175710594
0.098106988,2.56937391,0.824797844,0.175202156
0.215906304,2.644438589,0.943310658,0.231292517
0.176321279,2.725911632,0.79887218,0.20112782
0.192276445,2.789580712,0.907467532,0.092532468
0.194011791,2.669316881,0.867237687,0.132762313
0.255235719,3.041392685,0.913636364,0.130909091
0.352159006,2.730782276,0.87732342,0.356877323
0.194480524,2.167317335,0.639455782,0.421768707
0.359784826,3.461048092,0.979591837,0.151850571
0.130089411,2.664641976,0.865800866,0.134199134
0.100155901,2.58546073,0.698701299,0.301298701
0.279966612,3.206015877,0.99502178,0.00497822
0.1901436,2.790988475,0.791262136,0.208737864
0.03992867,2.079181246,0.725,0.275
-0.203952073,1.176091259,1,0.266666667
0.132936187,2.264817823,0.967391304,0.163043478
0.323353752,2.800717078,0.890822785,0.109177215
0.116104952,2.243038049,0.977142857,0.022857143
0.282005026,3.043362278,0.938461538,0.061538462
0.074856259,2.546542663,0.977272727,0.022727273
0.155847883,2.649334859,0.825112108,0.385650224
0.127677976,2.46686762,0.440273038,0.559726962
0.194872122,2.093421685,1,0
0.217175345,2.545307116,0.615384615,0.735042735
0.361132303,3.513883186,1,0
0.243262255,3.018284308,0.971236817,0.028763183
0.297978388,3.079904468,0.989184692,0.010815308
0.280930767,3.137670537,0.918426803,0.356882739
0.354574221,3.163161375,0.995192308,0.004807692
0.476718584,3.149527014,0.996456414,0.003543586
0.13521859,2.421603927,0.799242424,0.200757576
0.171976067,2.133538908,0.926470588,0.073529412
0.052352475,2.068185862,1,0
0.242721398,2.936513742,0.956018519,0.650462963
0.444752133,2.664641976,0.928571429,0.584415584
0.226765122,2.73239376,0.972222222,0.205555556
0.643822323,3.152594078,0.984517945,0.27375088
0.121830992,2.890979597,0.976863753,0.071979434
0.253317035,3.015778756,0.816779171,0.488910318
0.112484039,2.260071388,0.950549451,0.049450549
0.359298703,2.562292864,0.846575342,0.17260274
0.101083396,2.305351369,0.816831683,0.183168317
0.0708993,2.301029996,0.98,0.02
0.249148394,2.315970345,0.729468599,0.270531401
0.324713074,2.760422483,0.730902778,0.359375
0.04296303,2.187520721,0.655844156,0.350649351
0.319451757,3.159567193,0.825484765,0.310941828
0.149899809,2.557507202,0.908587258,0.091412742
0.164885537,2.546542663,0.767045455,0.232954545
0.093439155,2.238046103,0.895953757,0.104046243
0.106031048,2.281033367,0.827225131,0.172774869
0.172043521,2.63447727,0.946635731,0.053364269
0.244813619,2.501059262,0.94637224,0.135646688
0.168445514,2.460897843,0.92733564,0.103806228
0.108019406,2.31386722,0.873786408,0.126213592
0.16137711,2.120573931,0.871212121,0.128787879
-0.029674391,2.100370545,0.833333333,0.166666667
0.160113087,2.806179974,0.709375,0.290625
0.241351824,2.372912003,0.978813559,0.207627119
0.345871182,3.400710637,0.911764706,0.088235294
0.402691835,2.881954971,0.977690289,0.022309711
0.181475004,3.128722284,0.803717472,0.211152416
0.025824052,2.283301229,0.84375,0.203125
0.017761751,1.968482949,0.978494624,0.021505376
0.455258328,3.467903947,0.989785495,0.010214505
0.181353662,2.654176542,0.924611973,0.093126386
0.226959082,2.385606274,0.806584362,0.193415638
0.117304017,2.517195898,0.589665653,0.422492401
0.24001958,2.50242712,0.981132075,0.619496855
0.422810342,3.006466042,0.799014778,0.200985222
0.06205308,2.173186268,0.590604027,0.409395973
0.159909373,2.499687083,0.857594937,0.174050633
0.28875267,2.736396502,0.552293578,0.447706422
0.192232109,2.506505032,0.831775701,0.168224299
0.13741933,1.770852012,0.813559322,0.644067797
0.113721261,2.021189299,0.980952381,0.019047619
0.412590758,2.309630167,0.661764706,0.460784314
0.233333852,2.517195898,0.975683891,0.024316109
0.372921049,3.049218023,0.944642857,0.055357143
0.41428481,2.365487985,0.724137931,0.461206897
0.26302404,2.501059262,0.977917981,0.223974763
0.190732731,2.419955748,0.920152091,0.482889734
0.006605459,1.892094603,0.935897436,0.08974359
0.237334387,2.748962861,0.852049911,0.147950089
0.314424681,3.050766311,0.800711744,0.258896797
0.239254319,2.484299839,0.901639344,0.183606557
0.174319594,2.662757832,0.984782609,0.17173913
0.074977712,2.423245874,0.803773585,0.324528302
0.298522163,2.80685803,0.929797192,0.106084243
0.193135421,2.534026106,0.628654971,0.476608187
0.082482967,2.133538908,0.823529412,0.360294118
0.288287989,2.463892989,0.804123711,0.24742268
0.002645022,2.08278537,0.710743802,0.305785124
0.266666779,2.737192643,0.923076923,0.626373626
0.053389339,2.699837726,0.584830339,0.670658683
0.992581807,3.26927939,0.967186659,0.195266272
0.351968383,2.934498451,0.875581395,0.224418605
0.143072935,2.522444234,0.897897898,0.444444444
0.267483144,2.603144373,0.890274314,0.209476309
0.006470614,1.991226076,0.755102041,0.244897959
0.208986504,2.633468456,0.802325581,0.381395349
0.306357298,2.822168079,0.936746988,0.064759036
-0.102292904,2.769377326,0.853741497,0.591836735
0.258173396,2.656098202,0.966887417,0.130242826
0.114801684,2.08278537,0.950413223,0.561983471
0.459108602,3.36567514,0.990521327,0.067643257
0.044807135,1.919078092,0.698795181,0.301204819
0.237788186,3.379668034,0.942010847,0.057989153
0.234956649,3.0523091,0.97606383,0.218085106
0.324307502,2.495544338,0.757188498,0.415335463
0.348072775,2.149219113,0.787234043,0.255319149
-0.043595325,2.017033339,0.769230769,0.230769231
-0.066194734,2.227886705,0.426035503,0.573964497
0.307775538,3.124830149,0.984996249,0.015003751
0.111580289,2.40654018,0.717647059,0.282352941
0.29178873,2.746634199,0.792114695,0.290322581
0.31948471,3.280350693,0.883062402,0.211851075
0.215253656,2.705007959,0.982248521,0.096646943
-0.49801016,1.322219295,1,0
0.21922859,2.720985744,0.865019011,0.134980989
0.075273157,2.389166084,0.951020408,0.048979592
0.11852181,2.227886705,0.715976331,0.284023669
0.147926144,2.136720567,0.897810219,0.102189781
0.324437059,3.088136089,0.908571429,0.543673469
0.244071625,2.447158031,0.939285714,0.060714286
0.31474757,2.626340367,0.777777778,0.423167849
0.258236705,2.704150517,0.756916996,0.377470356
0.36111556,2.553883027,0.94972067,0.05027933
0.16575147,2.635483747,0.928240741,0.071759259
0.202840204,2.646403726,0.749435666,0.250564334
0.093035551,2.411619706,0.875968992,0.124031008
-0.201643037,2.113943352,0.961538462,0.038461538
0.109448535,2.252853031,0.960893855,0.039106145
0.196412305,2.959041392,0.372527473,0.627472527
-0.024525188,1.924279286,0.964285714,0.035714286
0.146182824,2.334453751,0.805555556,0.194444444
0.231283793,2.613841822,0.931873479,0.501216545
0.1112874,2.206825876,0.962732919,0.037267081
0.241197779,2.908485019,0.949382716,0.332098765
0.23096928,3.273001272,0.818666667,0.181333333
0.174351423,2.64246452,0.769931663,0.280182232
0.162047588,2.499687083,0.977848101,0.022151899
0.227034091,2.895422546,0.753180662,0.525445293
0.079519843,2.292256071,0.948979592,0.051020408
0.182014707,2.475671188,0.668896321,0.377926421
0.312263407,3.098989639,0.931528662,0.594745223
0.090391964,2.526339277,0.952380952,0.047619048
0.20286341,2.397940009,0.88,0.264
0.173935436,2.691081492,0.99389002,0.682281059
0.296951437,3.074450719,0.936815501,0.380791912
0.353700146,2.489958479,0.964401294,0.113268608
0.045481454,2.596597096,0.518987342,0.734177215
0.59921901,3.223495941,0.997609085,0.002390915
0.245434604,2.864511081,0.961748634,0.151639344
0.560604216,3.295127085,0.961986822,0.110998479
0.125499575,2.564666064,0.765667575,0.234332425
0.251979014,2.951823035,0.960893855,0.048044693
0.09759289,2.290034611,0.41025641,0.58974359
0.141318918,2.485721426,0.830065359,0.169934641
0.109620392,2.387389826,0.868852459,0.131147541
0.026279025,2.324282455,0.559241706,0.668246445
0.133593912,2.553883027,0.832402235,0.709497207
0.220331689,2.810904281,0.924265842,0.103554869
0.127719154,2.638489257,0.71954023,0.28045977
0.287520215,2.978180517,0.952681388,0.10935857
0.307622577,3.121559844,0.998488284,0.001511716
0.407010682,2.432969291,0.542435424,0.63099631
0.15050411,2.478566496,0.803986711,0.196013289
0.132742098,2.428134794,0.921641791,0.343283582
-0.149505485,0.903089987,0.75,0.75
0.245675382,2.617000341,0.594202899,0.405797101
0.072002604,2.356025857,0.876651982,0.136563877
0.507353455,2.409933123,0.988326848,0.112840467
0.25910964,2.848804701,0.958923513,0.09631728
0.194631047,2.703291378,0.968316832,0.031683168
0.207128267,2.472756449,0.552188552,0.616161616
0.279988339,2.713490543,0.847195358,0.715667311
0.125745694,1.924279286,0.821428571,0.702380952
0.31630601,3.311329952,0.83203125,0.269042969
0.138481561,2.684845362,0.896694215,0.448347107
0.138631945,2.428134794,0.850746269,0.149253731
0.300684272,3.400710637,0.980922099,0.048489666
0.095703175,2.167317335,0.986394558,0.013605442
0.406327342,3.373647472,0.941624365,0.170050761
0.166769427,2.346352974,0.914414414,0.085585586
0.055017342,2.064457989,0.922413793,0.448275862
0.032901573,2.075546961,0.932773109,0.109243697
0.051406993,2.387389826,0.426229508,0.573770492
0.317607086,2.86569606,0.983651226,0.016348774
0.287707843,3.115943177,0.999234303,0.000765697
0.25279112,2.925827575,0.99881376,0.028469751
0.37649302,3.203032887,0.719298246,0.719298246
0.036775798,2.383815366,0.533057851,0.545454545
0.382150487,2.938519725,0.966589862,0.054147465
0.203051463,2.45331834,0.947183099,0.077464789
0.140569386,2.64246452,0.697038724,0.302961276
0.177579711,2.564666064,0.83106267,0.384196185
0.062452652,2.212187604,1,0
0.117738254,2.44870632,0.950177936,0.049822064
-0.060421493,1.875061263,0.52,0.48
-0.091621109,1.819543936,0.696969697,0.303030303
0.128778405,2.769377326,0.777210884,0.370748299
0.214610157,2.587710965,0.925064599,0.074935401
0.139165707,2.887054378,0.957198444,0.321660182
0.13599328,2.667452953,0.576344086,0.430107527
0.072317946,2.187520721,0.564935065,0.564935065
0.163398811,2.432969291,0.992619926,0.527675277
0.473642838,3.513883186,0.964471669,0.162940276
0.005620036,1.643452676,1,0
0.119584171,2.600972896,0.62406015,0.64160401
0.010826394,2.025305865,0.528301887,0.509433962
0.57665997,3.477844476,0.954409318,0.054575707
0.056106738,1.851258349,0.661971831,0.338028169
0.086180365,2.068185862,0.837606838,0.162393162
0.456669753,3.338057875,0.9912764,0.056932966
0.056454238,2.06069784,1,0
0.206673466,2.63447727,0.568445476,0.431554524
0.230175157,2.283301229,0.604166667,0.395833333
0.219577552,2.575187845,0.664893617,0.377659574
0.215268254,2.511883361,0.916923077,0.083076923
0.17679391,3.046495164,0.212039533,0.787960467
0.147491469,2.301029996,1,0
0.076554531,2.456366033,0.98951049,0.01048951
0.265897036,3.155336037,0.974825175,0.114685315
0.00658295,1.897627091,0.962025316,0.329113924
0.246819217,2.824776462,0.98502994,0.01497006
0.07665288,2.597695186,0.75,0.25
0.243016436,2.62838893,0.969411765,0.369411765
0.204051417,2.719331287,0.715648855,0.345419847
0.137468891,2.488550717,0.827922078,0.211038961
0.083977172,2.36361198,0.406926407,0.623376623
0.052631655,1.755874856,0.929824561,0.070175439
0.139561269,2.550228353,0.935211268,0.208450704
0.132601074,2.877371346,0.655172414,0.50795756
-0.073190185,2.369215857,0.948717949,0.051282051
0.107410424,2.181843588,0.809210526,0.355263158
0.280190731,2.902002891,0.844611529,0.155388471
0.022947965,2.45484486,0.592982456,0.407017544
0.020722522,1.84509804,0.857142857,0.342857143
0.103796746,2.480006943,0.745033113,0.503311258
0.217841003,3.005609445,0.949654492,0.515301086
0.305537746,3.215373153,0.926918392,0.147990256
0.157982285,2.477121255,0.82,0.18
0.050535281,2.469822016,0.477966102,0.522033898
0.263132157,2.181843588,0.907894737,0.092105263
0.232333462,2.788168371,0.936482085,0.078175896
0.15885514,2.354108439,0.730088496,0.765486726
0.269129673,2.954724791,0.748057714,0.285238624
0.233720506,2.582063363,0.767015707,0.418848168
0.18324866,2.451786436,0.784452297,0.215547703
0.039689687,1.72427587,0.962264151,0.113207547
0.173843548,2.582063363,0.90052356,0.09947644
0.104505577,2.336459734,0.811059908,0.188940092
0.089381991,2.257678575,0.955801105,0.044198895
0.242398678,2.698100546,0.98997996,0.156312625
0.208512323,2.802773725,0.916535433,0.234645669
0.283195253,2.746634199,0.555555556,0.444444444
0.166039756,2.772321707,0.8125,0.233108108
0.1952172,2.369215857,0.824786325,0.205128205
0.140945108,2.703291378,0.538613861,0.461386139
0.119311204,2.245512668,0.954545455,0.232954545
0.3638376,3.437116093,0.988304094,0.915570175
0.22123042,2.618048097,0.96626506,0.754216867
0.199516259,2.703291378,0.807920792,0.255445545
0.170629344,2.67669361,0.812631579,0.187368421
0.260066183,3.054995862,0.565638767,0.468722467
0.100651823,2.225309282,0.589285714,0.410714286
0.342664745,2.290034611,0.907692308,0.102564103
0.315609196,2.866287339,0.873469388,0.206802721
0.045309901,2.195899652,0.732484076,0.27388535
0.229539357,2.426511261,0.816479401,0.741573034
0.143775096,2.049218023,0.955357143,0.044642857
0.161159172,2.498310554,0.736507937,0.333333333
0.328427778,2.635483747,0.935185185,0.143518519
0.260674856,2.78604121,0.762684124,0.494271686
0.338091143,3.227886705,0.891715976,0.804142012
0.127681881,2.336459734,0.857142857,0.142857143
0.307274463,3.064083436,0.803278689,0.32096635
0.17692795,2.604226053,0.776119403,0.236318408
-0.026213464,2.021189299,0.447619048,0.552380952
0.097335491,2.190331698,0.851612903,0.374193548
0.231740835,2.632457292,0.701631702,0.298368298
0.195090048,2.385606274,0.781893004,0.518518519
0.171345196,2.572871602,0.580213904,0.419786096
0.211758342,2.736396502,0.8,0.401834862
0.079131995,1.806179974,0.671875,0.34375
0.098343629,2.424881637,0.718045113,0.330827068
-0.023808542,2.017033339,0.701923077,0.548076923
0.268138437,2.846337112,0.843304843,0.735042735
0.21259802,2.872738827,0.936997319,0.194369973
0.088810721,2.462397998,0.817241379,0.224137931
0.136258449,2.408239965,0.73046875,0.41796875
-6.36E-05,2.178976947,0.82781457,0.17218543
-0.135448263,1.447158031,0.285714286,0.821428571
0.304698823,2.858537198,0.807479224,0.192520776
0.207058123,2.650307523,0.890380313,0.161073826
0.100656791,2.212187604,0.846625767,0.417177914
0.125671222,2.411619706,0.829457364,0.290697674
0.155427477,2.522444234,0.921921922,0.456456456
-0.009129208,2.075546961,0.596638655,0.537815126
0.144355423,2.614897216,0.560679612,0.524271845
0.161814368,2.380211242,0.9125,0.0875
0.084125283,2.079181246,1,0.041666667
0.238144671,2.743509765,0.797833935,0.202166065
0.266472097,2.822821645,0.926315789,0.181954887
0.248606089,2.820201459,0.987897126,0.051437216
0.198045672,2.50242712,0.610062893,0.591194969
0.125285908,2.638489257,0.87816092,0.643678161
0.041245181,1.908485019,0.444444444,0.654320988
0.024906425,2.004321374,0.752475248,0.277227723
-0.07477808,2.021189299,0.819047619,0.476190476
0.108740396,2.492760389,0.360128617,0.639871383
0.656836964,2.944975908,0.713961407,0.374574347
0.263992604,2.948412966,0.997747748,0.523648649
0.030429472,2.064457989,0.896551724,0.120689655
0.23826101,2.833147112,0.845814978,0.182085169
0.069907693,2.418301291,0.965648855,0.095419847
0.204028783,2.507855872,0.885093168,0.394409938
0.482101362,2.416640507,0.812260536,0.283524904
0.225154063,2.50242712,0.883647799,0.327044025
0.154085348,2.439332694,0.901818182,0.552727273
0.186085539,2.597695186,0.941919192,0.457070707
0.198914205,2.867467488,0.852103121,0.147896879
0.163282009,2.930949031,0.890973036,0.478311841
0.438408358,3.192567453,0.955712452,0.175224647
0.074787226,2.290034611,0.902564103,0.164102564
0.238149239,3.123524981,0.986455982,0.925507901
0.037513856,2.037426498,0.871559633,0.357798165
0.32275148,3.108903128,0.947081712,0.372762646
0.152856574,2.437750563,0.802919708,0.291970803
0.061956601,2.786751422,0.566993464,0.604575163
0.329046612,3.028977705,0.918615529,0.109448082
0.156200158,2.539076099,0.901734104,0.208092486
0.024748174,2.164352856,0.821917808,0.294520548
0.280448372,2.57054294,0.809139785,0.588709677
0.203615617,2.740362689,0.76,0.296363636
0.205779349,2.837588438,0.690406977,0.327034884
-0.018156682,2.336459734,0.967741935,0.552995392
0.251755582,2.900367129,0.569811321,0.576100629
0.002025329,2.178976947,0.364238411,0.721854305
0.209953897,2.281033367,0.863874346,0.136125654
0.21348745,2.421603927,0.928030303,0.306818182
0.213903484,2.31386722,0.791262136,0.208737864
0.159743351,2.356025857,0.863436123,0.136563877
0.08078226,2.423245874,0.849056604,0.150943396
0.150304367,2.459392488,0.902777778,0.097222222
0.185142719,2.696356389,0.899396378,0.100603622
0.275962427,2.606381365,0.997524752,0.002475248
0.208943629,2.773054693,0.89544688,0.10455312
0.171833951,2.387389826,0.942622951,0.057377049
0.099576067,2.460897843,0.889273356,0.674740484
0.090121351,2.474216264,0.895973154,0.151006711
-0.029942043,2.28780173,0.670103093,0.329896907
0.133524426,2.421603927,0.931818182,0.068181818
0.253623705,2.607455023,0.735802469,0.264197531
0.174714233,2.599883072,0.967336683,0.090452261
0.426466476,3.090258053,0.969130788,0.044679123
0.158219591,2.484299839,0.832786885,0.167213115
0.086848984,2.526339277,0.681547619,0.360119048
0.218919719,2.698100546,0.641282565,0.607214429
0.20511735,2.873901598,0.914438503,0.085561497
0.328940025,3.139249218,0.982583454,0.028301887
0.265949489,2.816903839,0.885670732,0.114329268
0.178796302,2.898176483,0.96460177,0.03539823
0.097152727,2.181843588,0.973684211,0.026315789
0.199769715,2.700703717,0.948207171,0.051792829
0.082622916,2.326335861,0.849056604,0.150943396
0.321869149,2.895422546,0.910941476,0.089058524
0.064899798,2.320146286,0.631578947,0.516746411
0.254596753,2.929418926,0.805882353,0.194117647
0.180650528,2.698100546,0.955911824,0.058116232
0.185967232,2.456366033,0.559440559,0.524475524
0.333335971,2.839478047,0.89146165,0.10853835
0.062385223,2.214843848,0.652439024,0.390243902
0.074117583,2.176091259,0.913333333,0.086666667
0.27667285,3.246252312,0.952353942,0.062960862
0.054563816,2.089905111,0.894308943,0.317073171
0.021318912,2.012837225,0.902912621,0.145631068
0.269775378,3.187802639,0.940298507,0.101232966
0.348845798,3.317227349,0.952793834,0.162813102
0.377613477,2.909020854,0.847102343,0.152897657
0.114027154,2.64738297,0.763513514,0.236486486
0.517531592,2.56937391,0.654986523,0.447439353
0.138001554,2.475671188,0.795986622,0.204013378
0.21069622,2.803457116,0.902515723,0.097484277
0.495848685,3.217747073,0.764385221,0.277407632
0.243848042,2.485721426,0.934640523,0.264705882
0.159338119,2.658964843,0.686403509,0.453947368
0.017406811,2.567026366,0.799457995,0.433604336
0.116837654,2.198657087,0.886075949,0.113924051
0.245129427,2.618048097,0.98313253,0.01686747
0.363864856,3.302979937,0.996017919,0.011946242
0.097789742,2.614897216,0.788834951,0.211165049
0.268836992,3.160768562,0.226519337,0.773480663
0.147451321,2.530199698,0.557522124,0.448377581
0.121064251,2.442479769,0.545126354,0.57400722
0.231134107,2.837588438,0.949127907,0.059593023
0.072048465,1.77815125,0.916666667,0.083333333
0.212120693,2.51851394,0.948484848,0.190909091
0.184277699,2.434568904,0.992647059,0.007352941
0.03003801,1.812913357,0.923076923,0.076923077
0.133007069,2.309630167,0.799019608,0.225490196
0.218590944,2.498310554,0.882539683,0.117460317
0.159024295,2.854913022,0.367318436,0.67877095
0.172125968,2.562292864,0.890410959,0.493150685
0.544092593,2.761175813,0.916811092,0.726169844
-0.211894132,0.903089987,0.875,0.125
0.122626847,2.255272505,0.922222222,0.077777778
0.160506432,2.227886705,0.99408284,0.224852071
0.4165765,2.605305046,0.779156328,0.635235732
0.180492552,2.651278014,0.904017857,0.685267857
0.059547832,2.225309282,0.767857143,0.232142857
0.338105864,2.854913022,0.927374302,0.072625698
0.450126041,3.003029471,0.685203575,0.314796425
0.120865311,2.481442629,0.887788779,0.128712871
0.026489293,1.897627091,0.949367089,0.050632911
0.094351703,2.26245109,0.918032787,0.218579235
0.267174794,3.228400359,0.898345154,0.584515366
0.334273677,3.252367514,0.993288591,0.710290828
0.140092583,2.563481085,0.915300546,0.084699454
0.256160332,2.230448921,0.658823529,0.341176471
0.248563518,2.845718018,0.981455064,0.018544936
