因变量,通话总量,大网占比,小网占比
0.245741297,2.079181246,0.783333333,0.216666667
0.1368867,2.46834733,0.758503401,0.241496599
0.367378317,2.346352974,0.815315315,0.247747748
0.245272398,2.829946696,0.843195266,0.156804734
0.201017098,2.804139432,0.541601256,0.458398744
0.169798477,2.606381365,0.99009901,0.413366337
0.150382531,2.320146286,0.909090909,0.090909091
0.124740374,2.326335861,0.797169811,0.54245283
0.247421387,2.846337112,0.918803419,0.081196581
0.328545451,2.785329835,0.906557377,0.118032787
0.45173253,3.39375064,0.950726979,0.056946688
0.10804561,2.619093331,0.814903846,0.185096154
0.373840364,3.159867847,0.990311419,0.025605536
0.112794055,2.348304863,0.946188341,0.165919283
0.234737638,2.948901761,0.787401575,0.232845894
0.330533643,2.432969291,0.988929889,0.158671587
0.245215885,2.645422269,0.805429864,0.524886878
0.111830281,2.62838893,0.124705882,0.901176471
0.151465752,2.336459734,0.930875576,0.069124424
0.241710295,2.392696953,1,0.493927126
0.208404664,2.761927838,0.946366782,0.134948097
0.216556373,2.699837726,0.936127745,0.121756487
0.025756794,2.117271296,0.496183206,0.503816794
0.291639558,3.095169351,0.713253012,0.286746988
0.383021787,3.420450859,0.986707178,0.042916825
-0.01607787,2.136720567,0.598540146,0.401459854
0.235431988,2.712649702,0.949612403,0.312015504
0.067209592,2.372912003,0.593220339,0.406779661
0.011361695,2.071882007,0.991525424,0.008474576
0.012739934,1.886490725,1,0
0.250058856,2.922725458,0.91995221,0.573476703
0.125437463,2.45484486,0.645614035,0.389473684
0.166426689,2.511883361,0.941538462,0.058461538
0.213836926,2.718501689,0.906309751,0.093690249
0.154704956,2.689308859,0.922290389,0.077709611
0.059853744,2.230448921,1,0
0.03973161,2.260071388,0.950549451,0.582417582
0.109158391,2.522444234,0.474474474,0.720720721
0.256887434,2.949390007,0.868539326,0.131460674
0.464392909,2.971739591,0.965848453,0.034151547
0.055892661,1.886490725,0.857142857,0.142857143
0.194540798,2.641474111,0.9543379,0.0456621
0.187766131,2.715167358,0.784200385,0.215799615
0.15813623,2.28780173,0.963917526,0.103092784
0.284644969,2.45484486,0.880701754,0.161403509
-0.039181785,2.041392685,0.609090909,0.918181818
0.100941125,2.305351369,0.905940594,0.094059406
0.072086626,2.450249108,0.492907801,0.705673759
0.197813038,2.547774705,0.97733711,0.124645892
0.204143652,2.418301291,1,0.080152672
0.178054954,2.748962861,0.889483066,0.110516934
0.086722101,2.093421685,0.846774194,0.153225806
0.135523553,2.445604203,0.727598566,0.272401434
0.060457549,2.113943352,0.430769231,0.792307692
0.331746284,3.083144143,0.946325351,0.165152766
0.184907498,2.764922985,0.941580756,0.096219931
0.168233638,2.42975228,0.884758364,0.167286245
0.143797294,2.350248018,0.964285714,0.223214286
0.215408216,2.374748346,0.82278481,0.17721519
0.308749353,3.363423933,0.94802945,0.624512776
0.28668122,2.636487896,0.928406467,0.163972286
0.283810571,2.873320602,0.99330656,0.00669344
0.335275651,2.618048097,0.561445783,0.438554217
0.118383478,2.773054693,0.58010118,0.558178752
0.33279353,3.158060794,0.640027797,0.414871438
0.211611381,2.91750551,0.935912938,0.066505441
0.146459671,2.357934847,0.99122807,0.00877193
-0.008094447,1.748188027,0.875,0.125
0.12459129,2.404833717,0.917322835,0.082677165
0.415624211,2.811575006,0.908950617,0.640432099
0.207978064,2.966610987,0.521598272,0.478401728
0.053389234,2.582063363,0.777486911,0.32460733
0.313437995,2.893206753,0.832480818,0.387468031
0.255503091,2.568201724,0.813513514,0.216216216
0.439981865,3.069668097,0.884156729,0.115843271
0.200940921,2.380211242,1,0.2875
0.07381946,1.968482949,0.795698925,0.258064516
0.077366177,2.491361694,0.34516129,0.65483871
0.259165608,2.579783597,0.823684211,0.192105263
0.218547955,2.699837726,0.756487026,0.243512974
0.313666471,3.14176323,0.973304473,0.026695527
0.344288701,2.501059262,0.80126183,0.19873817
0.238775598,2.613841822,1,0.104622871
0.339391563,2.445604203,0.982078853,0.114695341
0.075641601,2.100370545,0.785714286,0.214285714
-0.010355216,2.017033339,0.990384615,0.009615385
0.390796505,3.600972896,0.997744361,0.604761905
0.235905712,3.179838928,0.966292135,0.06741573
0.177891928,2.380211242,0.870833333,0.129166667
0.13422681,2.544068044,0.922857143,0.102857143
0.263020839,2.706717782,0.84675835,0.21611002
0.209899257,2.798650645,0.952305246,0.058823529
0.256452666,2.632457292,0.717948718,0.305361305
0.13560532,2.133538908,1,0
0.158090325,2.235528447,0.901162791,0.098837209
0.180986814,2.546542663,0.846590909,0.238636364
0.302735613,2.653212514,0.982222222,0.033333333
0.06454619,2.193124598,0.967948718,0.217948718
0.37189274,3.266466895,0.893881971,0.195993503
0.312923399,3.128722284,0.949442379,0.050557621
0.108358299,2.426511261,0.606741573,0.449438202
0.268858674,3.151063253,0.992231638,0.007768362
0.183370248,2.240549248,0.977011494,0.022988506
0.227385961,2.716003344,0.957692308,0.182692308
0.035658093,2.195899652,0.955414013,0.439490446
0.10743798,2.378397901,1,0
0.182464959,2.495544338,0.926517572,0.073482428
0.269112075,3.008174184,0.870461237,0.853778214
0.058878603,2.460897843,0.961937716,0.038062284
0.222747107,2.673020907,0.972399151,0.250530786
0.331421991,2.80685803,0.808112324,0.315132605
0.423684605,3.111598525,0.996133024,0.30162413
0.117065015,2.146128036,0.971428571,0.107142857
0.149973656,2.432969291,0.974169742,0.10701107
0.116784771,2.641474111,0.726027397,0.408675799
0.196766172,2.765668555,0.854202401,0.271012007
0.239250792,2.689308859,0.922290389,0.777096115
0.282519847,2.923244019,0.721957041,0.278042959
0.23041361,2.72916479,0.830223881,0.328358209
0.035453585,2.678518379,0.677148847,0.322851153
0.389470933,2.757396029,0.963286713,0.090909091
0.265095961,2.946943271,0.889265537,0.110734463
0.124697497,2.394451681,0.947580645,0.072580645
0.225937713,2.644438589,0.931972789,0.253968254
0.14648982,2.583198774,0.545691906,0.830287206
0.364134806,3.465680212,0.772758385,0.326488706
0.297067728,3.103803721,0.984251969,0.020472441
0.073374967,2.276461804,0.862433862,0.232804233
0.213483408,2.773054693,0.71163575,0.28836425
0.255062238,2.694605199,0.963636364,0.036363636
0.249014449,2.673941999,0.826271186,0.235169492
0.232747973,2.720159303,0.900952381,0.323809524
0.222069918,2.771587481,0.85786802,0.27072758
0.415721727,2.622214023,0.787589499,0.298329356
0.072215311,2.11058971,0.984496124,0.015503876
0.086308192,2.421603927,1,0
0.243841576,2.979092901,0.879328437,0.121720881
0.155118417,2.515873844,0.826219512,0.173780488
0.221584672,2.854913022,0.462290503,0.575418994
0.181584843,2.481442629,0.726072607,0.303630363
0.238102983,2.72427587,0.935849057,0.156603774
0.064515587,2.071882007,0.974576271,0.025423729
0.087375738,1.968482949,0.989247312,0.010752688
0.193519478,2.631443769,0.343457944,0.658878505
0.205336948,2.733197265,0.95194085,0.04805915
0.191391845,2.127104798,1,0
-0.005052323,2.184691431,0.562091503,0.437908497
0.285965221,3.036229544,0.904323827,0.095676173
0.235660527,2.854306042,0.885314685,0.117482517
0.226060352,2.962369336,1,0
0.161149298,2.745074792,0.848920863,0.151079137
0.219774047,2.758911892,0.959930314,0.055749129
0.352652848,2.959041392,0.958241758,0.041758242
0.268887162,2.961895474,0.941048035,0.058951965
0.350220408,3.441223674,0.995293266,0.886314265
0.182077509,2.305351369,1,0.633663366
0.272112429,2.961421094,0.936612022,0.063387978
0.068352308,2.482873584,0.828947368,0.319078947
0.159156867,2.615950052,0.808716707,0.191283293
0.08856643,2.271841607,0.796791444,0.203208556
0.059117454,1.959041392,0.989010989,0.032967033
0.114722558,2.426511261,0.970037453,0.082397004
0.287932601,2.810904281,0.947449768,0.052550232
0.263095264,2.593286067,0.943877551,0.158163265
0.118028659,2.352182518,0.831111111,0.177777778
0.341470455,2.923244019,0.959427208,0.046539379
0.180792995,2.72427587,0.735849057,0.267924528
0.161077834,2.176091259,1,0
0.242104122,2.894316063,0.982142857,0.200255102
0.274845002,2.608526034,0.938423645,0.42364532
0.431712133,3.231979027,0.977139508,0.022860492
0.25401397,2.88592634,0.912873862,0.087126138
0.178974849,2.546542663,0.991477273,0.661931818
0.09083273,2.086359831,0.868852459,0.131147541
0.141654824,2.397940009,0.788,0.248
0.198337376,2.489958479,1,0
0.210909076,2.439332694,0.825454545,0.174545455
0.244445102,2.442479769,0.960288809,0.068592058
-0.15667996,2.161368002,0.972413793,0.027586207
0.095366335,2.064457989,0.922413793,0.344827586
0.091713285,2.542825427,0.756446991,0.303724928
0.222711431,2.681241237,0.997916667,0.002083333
0.275348037,3.006466042,0.697536946,0.302463054
0.148193291,2.685741739,0.758762887,0.369072165
0.402076065,3.041787319,0.980018165,0.019981835
0.116267417,2.439332694,0.945454545,0.054545455
0.277529136,2.945468585,0.797052154,0.206349206
0.191620038,2.737192643,0.763736264,0.236263736
0.110826022,2.436162647,0.732600733,0.267399267
0.070140438,2.315970345,0.758454106,0.391304348
0.140328603,2.51851394,0.972727273,0.387878788
0.420014475,3.536810866,0.9787914,0.031667635
0.042601213,2.045322979,0.936936937,0.063063063
0.273420597,2.383815366,0.995867769,0.004132231
0.115159794,2.436162647,0.864468864,0.135531136
0.038334976,2.181843588,0.460526316,0.539473684
0.146811057,2.498310554,0.853968254,0.146031746
0.243403668,2.815577748,0.848623853,0.175840979
0.39652423,2.773786445,0.978114478,0.052188552
0.123407415,2.187520721,0.993506494,0.006493506
0.33157043,2.494154594,0.875,0.125
-0.14736279,1.707570176,0.568627451,0.588235294
0.10238668,2.6599162,0.387308534,0.717724289
0.254255421,2.747411808,0.889087657,0.617173524
0.02134864,2.012837225,0.990291262,0.009708738
0.340459197,3.118264726,0.948210206,0.051789794
0.152549073,2.593286067,0.875,0.125
0.153436818,2.694605199,0.985858586,0.014141414
0.343275719,3.470410491,0.989167231,0.966486121
0.06221153,2.632457292,0.762237762,0.244755245
0.194694053,2.683047038,0.952282158,0.352697095
0.37560091,2.173186268,0.986577181,0.127516779
0.293100357,2.910624405,0.981572482,0.018427518
0.241869562,2.876217841,0.969414894,0.030585106
0.270909075,3.082066934,0.996688742,0.003311258
0.09682495,2.613841822,0.922141119,0.248175182
0.229880572,2.46686762,0.938566553,0.197952218
0.244313733,2.480006943,0.996688742,0.003311258
0.202067254,2.653212514,0.824444444,0.391111111
0.153671996,2.71432976,0.604247104,0.407335907
0.138403295,2.864511081,0.950819672,0.06557377
0.212895253,2.77524626,0.687919463,0.691275168
0.641949502,3.374748346,0.972995781,0.028270042
0.16622994,2.611723308,0.728606357,0.405867971
0.226167875,2.895422546,0.767175573,0.480916031
0.17844911,2.397940009,0.98,0.02
0.15090721,2.555094449,0.699164345,0.300835655
0.162467229,2.10720997,1,0
0.31433436,2.833147112,0.876651982,0.215859031
0.129545925,2.311753861,0.712195122,0.317073171
0.241062789,2.770115295,0.675721562,0.324278438
0.290750053,2.8876173,0.695595855,0.304404145
0.031862541,2.382017043,0.68879668,0.31120332
0.157297447,2.693726949,0.787449393,0.212550607
0.112588206,2.583198774,0.932114883,0.067885117
0.148365307,2.5774918,0.894179894,0.105820106
0.220305888,2.921166051,0.994004796,0.197841727
0.044867016,2.609594409,0.901719902,0.098280098
0.127445909,2.250420002,0.859550562,0.140449438
0.366857004,3.306425028,0.922469136,0.190123457
0.164662503,2.558708571,0.754143646,0.419889503
0.325601382,3.407560849,0.998435055,0.001564945
0.23934924,2.359835482,0.899563319,0.113537118
0.043320252,2.158362492,0.923611111,0.076388889
0.192457675,3.120244796,0.367702805,0.632297195
0.140726979,2.409933123,0.778210117,0.221789883
0.010579305,1.982271233,0.90625,0.09375
0.092240537,2.539076099,0.939306358,0.060693642
0.365717732,2.26245109,0.978142077,0.021857923
-0.478750628,2.361727836,0.956521739,0.543478261
0.02771307,2.170261715,0.817567568,0.209459459
0.249178935,2.651278014,0.814732143,0.549107143
0.152362483,2.33243846,0.51627907,0.48372093
0.157335384,2.408239965,0.98046875,0.10546875
0.465603046,3.493458051,0.998073836,0.020866774
0.194906928,2.190331698,0.974193548,0.025806452
0.139898848,2.380211242,0.954166667,0.045833333
0.309360876,2.975891136,0.919661734,0.080338266
0.37450733,3.057666104,0.928196147,0.071803853
0.31740217,2.700703717,0.972111554,0.049800797
0.266168438,2.748188027,0.944642857,0.142857143
0.557838834,3.151676231,0.986600846,0.050070522
0.340432208,3.009025742,0.997061704,0.067580803
0.271924196,2.986771734,0.965979381,0.034020619
0.133896421,2.658964843,0.304824561,0.695175439
0.224276263,2.804820679,0.92476489,0.07523511
0.162785198,2.463892989,0.948453608,0.140893471
0.392527389,3.463594402,0.986244842,0.092847318
0.146788864,2.012837225,0.786407767,0.213592233
0.178799865,2.605305046,0.960297767,0.129032258
0.380155629,3.122870923,0.854559156,0.145440844
0.159985595,2.089905111,0.666666667,0.333333333
0.159388009,2.450249108,0.957446809,0.042553191
-0.041887246,2.367355921,0.939914163,0.163090129
0.344139814,3.200303183,0.988650694,0.185372005
0.505791652,3.317018101,0.810120482,0.205301205
0.124617173,2.421603927,0.515151515,0.484848485
0.30041462,3.029383778,0.993457944,0.006542056
0.281642361,3.036229544,0.737810488,0.287948482
0.260070872,3.038620162,0.989935956,0.07136322
0.148593268,2.689308859,0.922290389,0.077709611
0.219736126,2.609594409,0.656019656,0.343980344
0.406509416,3.4827307,0.979598552,0.025666338
0.430534049,3.017033339,0.881730769,0.144230769
0.156508139,2.440909082,0.753623188,0.742753623
0.152752459,2.334453751,0.819444444,0.435185185
0.016170619,2.240549248,0.396551724,0.603448276
0.360184096,3.39880773,0.986826347,0.048303393
0.036942509,2.23299611,0.976608187,0.023391813
0.177585351,2.501059262,0.589905363,0.410094637
0.223931557,2.632457292,0.967365967,0.032634033
0.185701545,2.181843588,0.664473684,0.335526316
0.244749039,2.937016107,0.988439306,0.011560694
0.239053208,3.203304916,0.989981215,0.058234189
0.153228137,2.519827994,0.960725076,0.039274924
0.091128596,2.605305046,0.513647643,0.565756824
0.166140418,2.571708832,0.981233244,0.085790885
0.596152374,3.294906911,0.997971602,0.002028398
0.43629673,3.203576775,0.908010013,0.198372966
0.107511902,2.274157849,0.85106383,0.14893617
0.123414725,2.371067862,0.736170213,0.272340426
0.12443417,2.699837726,0.892215569,0.285429142
0.344700343,2.764922985,0.951890034,0.048109966
0.318301909,2.833784375,0.961876833,0.038123167
0.224980217,2.462397998,0.934482759,0.065517241
0.176625795,2.480006943,0.860927152,0.142384106
0.480428886,3.200850498,0.663098237,0.370906801
0.083265962,2.1430148,0.928057554,0.251798561
0.074072924,2.190331698,0.935483871,0.064516129
0.386558346,3.139564266,0.982596084,0.532994924
0.417292589,3.39252109,0.857027136,0.330498177
0.228612747,2.662757832,0.934782609,0.065217391
0.18895253,2.517195898,0.638297872,0.486322188
0.097485581,2.1430148,0.992805755,0.604316547
0.181627672,2.348304863,0.69955157,0.35426009
0.305962474,2.587710965,0.932816537,0.067183463
