"gender","usage","credit","loan","history","accounts","status"
"男性",0.284900189368054,2000,0,2,2,2
"男性",1.13026509662159,5000,1885,0,0,1
"男性",1.14650856409222,2000,0,0,13,3
"女性",0.916096466281451,5000,0,2,0,1
"女性",0.321192325376906,5000,0,0,0,0
"男性",1.21427502223756,3000,0,5,0,1
"女性",1.02065190981608,10000,0,0,1,1
"男性",0,3000,0,0,0,0
"女性",1.11623775835615,8000,732,0,6,0
"男性",1.07274952183478,8000,2770,1,11,3
"男性",0.359507633941248,3000,0,3,9,2
"男性",0.186131729213521,2000,0,1,0,3
"男性",1.25674970757216,5000,0,1,2,1
"女性",0.0671753715770319,3000,0,3,1,1
"男性",1.21906123332679,5000,0,2,0,2
"男性",1.11180822507478,2000,0,2,15,5
"男性",0.288992183920927,3000,0,0,2,1
"女性",1.1468738332158,10000,0,0,5,1
"女性",0.30106863738969,5000,0,0,2,0
"男性",0.915886402353644,3000,0,0,7,0
"男性",0.23838784952648,5000,7318,0,2,3
"男性",1.20565914863255,4000,0,4,0,0
"女性",0.0737584368465468,5000,5584,0,5,0
"女性",1.29601651061326,4000,734,0,0,0
"女性",0.674353639902547,15000,2235,0,2,0
"男性",0.132850870620459,15000,0,0,0,0
"男性",1.20794237519149,5000,0,1,8,1
"男性",0,10000,0,1,1,0
"男性",0,5000,0,0,0,0
"男性",1.05279060466681,2000,0,6,5,4
"男性",0.943453136994504,6000,0,0,4,0
"女性",1.28915918524377,3000,0,2,1,3
"男性",0.20193728776183,3000,3651,6,1,2
"男性",1.12468018840067,5000,0,0,1,3
"女性",0.215044602351263,6500,4039,0,2,0
"男性",0.422932516350411,5000,0,0,5,0
"女性",0,3000,0,2,0,0
"男性",0.621812595161609,3000,2073,3,0,1
"男性",1.03299494127743,4000,0,2,0,1
"男性",0.279085335559212,5000,0,3,0,3
"女性",0.651699236477725,3000,0,3,3,3
"女性",0.113136217757128,5000,0,4,1,4
"男性",1.25157705184538,3000,1053,0,3,0
"男性",1.07744010994676,15000,0,0,1,0
"男性",1.12074243796989,10000,0,0,1,0
"女性",0,3000,0,0,0,0
"女性",1.15911989021115,3000,2580,0,15,0
"男性",0.334986276659183,4000,1677,1,2,0
"女性",0,8000,0,0,2,0
"男性",1.01728939291555,4000,0,1,5,0
"女性",13.0889213097375,10000,6550,0,3,3
"女性",0.177007945091464,4000,0,0,0,0
"女性",0.961579314935952,3000,0,2,6,1
"男性",0.0488694160664454,13000,0,0,3,0
"男性",0.405880513247103,3000,2788,4,4,3
"女性",1.18964617509861,3000,0,0,0,1
"男性",0.795353568671271,3000,0,2,0,2
"女性",0,5000,0,0,1,0
"男性",1.02644173143432,4000,0,8,0,2
"男性",0.35541601666715,5000,0,0,0,1
"男性",1.03291933119297,20000,6277,0,1,0
"男性",0.544268752415664,6000,0,1,1,5
"男性",0.605585145889781,3000,0,0,1,0
"男性",0.371534182596952,5000,0,0,0,2
"男性",0.353697049021721,6000,0,1,0,2
"男性",1.08826546200085,3000,0,3,1,2
"女性",1.0970901527768,3000,0,0,1,2
"男性",1.1495224547945,3800,0,2,8,0
"男性",1.19815510562621,2000,0,2,6,0
"男性",1.04400438644923,5000,2273,6,1,1
"男性",0,10000,6980,0,7,1
"男性",0.370132538662292,3000,0,0,0,0
"男性",0.849525805027224,3000,1431,0,3,0
"女性",0.978271312066354,5000,0,0,14,0
"男性",1.04730875203852,5000,0,0,1,0
"男性",1.24579622547142,1000,0,0,13,3
"男性",1.05482448818162,5000,0,2,0,2
"女性",1.0987328601582,3000,0,1,1,3
"男性",0,3000,0,0,0,3
"男性",1.07418106564321,5000,0,2,14,7
"男性",0,5000,0,2,0,2
"男性",1.20990393149666,3000,0,0,2,0
"男性",0.115145885725506,10000,0,0,1,0
"男性",0.974087137524039,3000,0,1,7,3
"男性",1.02473897685297,3000,0,0,0,2
"男性",0.531668011904694,5000,0,0,1,5
"男性",1.03046420892235,3000,0,2,3,2
"男性",1.08484346774872,6000,1620,12,2,3
"女性",0.232362431725487,8000,0,2,0,0
"女性",0,1000,0,0,4,0
"女性",1.09313464007806,4000,0,0,0,0
"女性",1.01044890627731,3000,0,0,2,0
"男性",1.24917749663815,5000,0,0,0,2
"男性",0.962989054620266,2000,0,3,12,3
"男性",0,8000,1500,4,1,2
"男性",0.87428127956111,3000,0,2,0,2
"男性",1.16692801459692,3000,0,0,2,0
"男性",0.614895838121884,3000,0,8,2,6
"男性",0.554277591267601,3000,0,3,0,1
"男性",0.63010857291054,3000,0,7,5,2
"男性",0.417092913230881,3000,0,1,1,3
"男性",1.1223029061174,5000,0,5,0,3
"女性",1.57282509794459,10000,1415,3,3,2
"男性",0,5000,0,0,0,0
"男性",0,10000,7593,0,4,0
"男性",1.4895984077733,10000,15178,8,2,4
"女性",0.26202855931595,3000,0,0,0,2
"男性",1.28687533475459,5000,0,5,9,1
"男性",1.02737610859331,1000,0,0,16,0
"男性",1.06470340223517,3000,0,0,3,1
"男性",1.07656993640587,1000,0,4,8,0
"男性",0.472889688503929,3000,0,3,4,4
"男性",1.10843711023685,3000,0,0,3,0
"男性",1.48132455044892,2000,0,0,12,1
"男性",0.925474563329481,5000,2981,0,3,0
"男性",0.87164544201456,3000,0,9,0,0
"男性",0.302269948045723,10000,0,0,1,0
"男性",0.832778200013563,3000,0,0,2,1
"女性",1.03208217775449,3000,0,0,3,6
"男性",1.22403113274369,3000,0,2,1,2
"男性",0.133874712432735,3000,0,1,1,4
"男性",1.10604473364539,5000,0,1,1,2
"女性",0.602391386111267,4000,0,0,0,2
"男性",0,5000,0,0,0,2
"男性",1.09970159947407,10000,1178,1,3,0
"男性",1.05965268149506,3000,0,0,0,0
"女性",0.907493512644432,2000,0,0,10,4
"男性",0,10000,0,0,1,0
"女性",1.20396827247925,3000,0,4,1,2
"男性",1.19957007218618,1000,0,6,1,3
"女性",1.01674531493802,5000,0,1,3,3
"男性",0.613137070396915,3000,0,0,0,4
"男性",0.204740990055725,3000,0,0,1,0
"男性",0.506675215512514,2000,0,5,0,2
"男性",0.57592833023984,3000,0,2,0,2
"男性",1.03546346761286,10000,0,2,5,0
"男性",0.218315634340979,5000,0,0,3,1
"男性",1.28925243080594,10000,1471,0,26,0
"女性",0.204550821571611,3000,0,0,2,0
"男性",1.16433057453483,3000,0,9,0,4
"女性",1.19386639751028,2000,0,0,7,2
"女性",0.339458109089173,5000,0,1,1,1
"男性",1.12800876155961,3000,0,3,14,2
"男性",0.965239797560498,4000,2164,12,0,2
"男性",0.41995511201676,3000,0,0,0,0
"男性",0.131964318887331,3000,0,0,10,0
"女性",1.05059525791556,4000,0,0,6,2
"男性",1.21989361994434,1000,0,6,4,2
"女性",1.08499259878416,3000,0,1,1,3
"男性",0.26755372332409,5000,0,0,4,3
"男性",1.31996077531483,2000,0,4,7,1
"女性",0.304486297350377,3000,0,3,3,7
"男性",0.830976870539598,3000,0,2,2,5
"男性",0.410438202489167,10000,1416,1,1,0
"男性",0.303150964546949,3000,0,0,1,0
"男性",0.541776370396838,4000,0,1,2,1
"男性",0,5000,0,0,0,0
"男性",0,5000,0,0,2,0
"男性",1.26381553414743,1000,0,6,1,6
"男性",1.40657173004467,5000,0,5,1,3
"男性",0.113655634685419,4000,0,0,4,0
"女性",1.13246124084573,5000,0,1,7,3
"男性",0.87184259166941,5000,1760,1,3,1
"女性",1.14054867981933,2000,0,1,0,3
"男性",0.828798931660131,4000,0,2,0,2
"女性",0.268311176272109,22500,3026,0,1,0
"男性",0.986060714712366,2000,0,4,0,1
"男性",0.889096702057868,1000,0,2,5,4
"男性",0.383053276333958,10000,0,0,0,1
"男性",1.1509651479125,10000,1341,0,0,1
"男性",1.25710767833516,3000,0,1,1,3
"男性",1.36412731348071,3000,2376,0,7,0
"女性",0.358744750893675,4000,0,0,5,0
"男性",0.0184778509568423,3000,0,0,2,0
"男性",0.186008443511091,3000,0,2,0,2
"男性",0.873459406220354,4000,0,0,0,2
"男性",1.03893241355196,3000,0,4,0,2
"男性",1.30320047298912,3000,0,0,0,2
"男性",0.909302449543029,3000,0,1,0,0
"男性",0,5000,0,2,3,2
"男性",0.287294253818691,3000,0,1,0,2
"男性",1.00313106506132,5000,0,9,3,2
"男性",0.776159873111173,3000,0,0,0,3
"男性",0.974722816310823,4000,0,8,0,3
"女性",0.29060150522273,10000,3052,0,0,0
"男性",0.999199905497953,5000,24094,0,7,0
"男性",0.36213389610406,2000,0,2,2,3
"男性",1.1241856917087,2000,0,0,0,0
"男性",1.26350233739708,3000,0,0,15,2
"女性",0.159168865638785,8000,0,0,1,0
"男性",0.604864344019443,10000,0,3,2,1
"女性",1.26937767670024,3000,0,2,3,3
"男性",0.297395811299793,20000,0,0,1,0
"女性",1.03035036175046,10000,0,0,3,0
"女性",0,5000,0,0,0,0
"男性",1.0120344180055,15000,21277,4,4,0
"女性",0.897812084760517,5000,0,4,0,2
"男性",1.28053359203506,3000,0,2,2,3
"女性",0.213245942811482,5000,0,0,1,0
"男性",1.27150897276588,2000,0,0,3,0
"女性",0.932673195907846,5000,2917,0,3,2
"女性",0.424542940030806,5000,0,3,0,6
"女性",0.908269554045983,5000,0,1,6,2
"男性",1.02393193082884,4000,0,0,1,2
"女性",0.526533031850122,4000,0,2,0,2
"男性",0.526523353778757,3000,0,4,4,1
"男性",0.599770575994626,3000,0,1,13,1
"男性",1.11523815336172,2000,0,0,9,1
"男性",0.419055536463857,3000,122,1,1,1
"男性",0,3000,0,0,1,2
"男性",2.36068267425988,2000,0,0,26,7
"男性",1.70214895333629,5000,0,2,10,2
"女性",0.251642405949533,3000,0,1,0,2
"男性",0.640364365344867,5000,6246,0,5,2
"男性",0.684658728172071,5000,0,2,1,2
"男性",0.682592502459884,3000,586,0,2,2
"男性",1.2298647302296,3000,0,1,2,0
"女性",1.23738522102591,5000,0,0,2,0
"男性",1.42513131539337,5000,2962,1,26,1
"女性",0.201056166901253,5000,0,0,3,0
"男性",1.12810527584981,19500,4067,4,0,1
"男性",0,3000,0,1,6,0
"男性",0.919813269982114,3000,0,4,1,3
"男性",1.24821283007041,2800,2104,0,0,0
"女性",0,3000,0,0,1,5
"男性",1.24268258038443,3000,0,4,4,2
"男性",0.130571352369152,2000,0,0,4,0
"女性",1.17196836213116,5000,3270,1,11,0
"男性",0.560756423589774,3000,0,4,3,3
"男性",1.75901735138614,3000,0,1,2,1
"男性",0,5000,0,0,2,0
"男性",1.11368063416332,3000,0,2,0,1
"男性",0.383226911718957,15000,0,0,0,0
"男性",1.22969284028746,3000,0,0,6,0
"女性",0.953177282195538,3000,0,0,1,0
"女性",0.417885107574984,5000,0,0,4,0
"男性",0.2494284627866,3000,0,0,2,0
"女性",0.819697557096369,10000,0,0,4,3
"女性",0.286964441281743,3000,0,1,1,2
"男性",1.27184450335801,10000,0,0,6,3
"男性",0.425156813603826,3000,0,0,3,2
"男性",0.167524034259841,5000,0,0,0,0
"男性",1.44590024688281,3000,0,0,5,2
"男性",0.895903007942252,5000,0,3,0,1
"男性",1.12084416404367,10000,0,2,4,1
"男性",0.219172933627851,20000,0,0,1,0
"男性",1.02314048548229,3000,0,1,5,0
"男性",1.02881653981283,3000,0,1,0,1
"女性",0,12000,2944,0,0,0
"男性",1.03756089341361,10000,0,16,0,3
"女性",0.09331097132992,8000,0,2,2,1
"男性",0.539734527920373,3000,0,0,3,0
"女性",1.24504626643378,3000,0,8,3,4
"男性",1.21052762505598,2000,0,0,2,2
"男性",1.16931970094796,2000,2966,0,13,1
"女性",0.496013187859207,3000,0,2,0,0
"女性",0.466569461161271,3000,0,1,0,0
"女性",0.836360719846562,5000,0,0,6,1
"女性",1.10962720187847,5000,0,6,2,3
"女性",1.06815622583032,3000,0,3,1,1
"男性",1.27384133961517,2000,0,6,5,1
"男性",1.0310936900042,3000,0,0,7,2
"男性",0.997415893506259,6000,0,0,1,0
"男性",1.16541899080854,3000,0,0,7,1
"男性",1.0027230973728,5000,0,0,0,2
"男性",1.14883509696927,10000,0,4,0,2
"男性",0.518079554871656,3000,0,5,3,0
"男性",0.778089676485397,3000,0,0,0,0
"女性",0.231550004500896,5000,0,0,7,0
"男性",1.13274474110454,1000,0,1,15,0
"男性",0.965817081020214,6000,0,0,3,2
"女性",1.10407272592653,3000,0,1,0,0
"女性",0,5000,0,0,1,0
"男性",0.583111504060216,5000,0,2,2,0
"男性",1.3167317118682,3000,0,7,7,3
"女性",0.119803592879325,3000,0,3,0,4
"男性",0.467397500439547,5000,0,0,0,0
"女性",0.686594731048681,5000,0,0,4,0
"女性",1.04494900999125,5000,1137,9,1,3
"男性",0.348992899637669,5000,2109,0,3,0
"男性",0.480863711670972,5000,0,0,0,0
"男性",1.29095762870274,3000,0,0,30,5
"男性",0.233455175645649,5000,0,0,3,4
"男性",1.20385836454108,3000,0,0,0,0
"男性",1.04559337976389,3000,467,1,9,2
"女性",0.968949002148583,10000,2351,0,3,0
"男性",0,3000,0,0,0,2
"女性",0.664857514165342,5000,0,2,5,3
"男性",1.30144690697081,3000,0,1,1,0
"男性",0.181811530319974,7000,0,0,3,0
"男性",0.542374453395605,10000,0,0,1,0
"女性",1.08462705259677,1000,0,2,3,2
"女性",0.867768212482333,10000,2263,1,3,1
"女性",0,8000,2504,1,11,2
"男性",1.18472923502326,5000,0,2,3,0
"男性",0,20000,0,0,0,3
"男性",0,8000,0,5,4,0
"男性",0,5000,0,3,2,2
"男性",1.14137144194916,6000,0,5,0,2
"女性",0.880490196379833,5000,0,0,0,0
"女性",1.36308421519119,3000,0,2,5,3
"女性",0,4000,0,0,0,0
"男性",1.04596768597607,2000,0,0,12,0
"男性",1.19529424781445,5000,0,2,10,3
"女性",1.04722691572271,5000,0,0,12,0
"男性",1.22853632266168,4000,0,1,10,1
"男性",0.258710663951933,3000,0,0,2,0
"女性",0.488765677609481,10000,0,1,3,6
"男性",1.40149232965428,3000,0,5,2,1
"男性",0.578846211824566,4000,0,0,0,0
"男性",1.21770817285404,5000,4403,0,1,3
"男性",0.553185946503654,3000,0,0,0,0
"男性",0.166209342265502,3000,0,0,2,0
"男性",1.10580079698935,3000,0,5,4,3
"男性",0.719731853269041,2000,0,3,6,2
"女性",0.240867231651209,2000,0,2,0,2
"男性",0,3000,0,0,1,0
"女性",1.60076177904848,10000,0,0,9,1
"女性",0.353772842637263,5000,0,0,1,2
"男性",1.17006622862536,3000,1026,3,1,2
"女性",0.931481822831556,5000,0,1,3,2
"男性",0.922975709098391,3000,0,3,0,1
"男性",0.0697427954291925,10000,0,0,1,1
"男性",1.29951046005823,10000,1412,7,1,2
"女性",1.27939509775024,3000,0,1,5,5
"男性",1.53166488372721,5000,0,24,1,3
"男性",2.29493231455795,5000,6969,0,3,0
"男性",0.466428394229151,3000,0,1,1,0
"女性",0.382412395006977,10000,0,0,2,0
"女性",0.352290784954093,3000,0,0,0,0
"女性",1.1767902545305,3000,0,0,0,0
"男性",1.43384319070261,10000,0,0,2,0
"女性",0,10000,13388,2,1,0
"男性",0.930238315975293,1000,9683,0,31,0
"女性",1.1860883111367,3000,0,3,3,3
"女性",1.07130788512528,3000,0,0,4,0
"男性",0,5000,0,0,0,2
"男性",0.765433555613272,30000,3380,0,1,0
"男性",0.764418004518375,5000,3786,2,3,2
"男性",0.528953599217348,6000,0,5,1,4
"男性",0.198556121410802,5000,753,0,2,0
"男性",0.586191522749141,10000,4748,1,3,2
"女性",1.02265892295632,3000,0,2,6,2
"女性",0.513486337438226,3000,0,1,4,0
"女性",0.211709164669737,20000,2688,0,0,0
"男性",0,15000,8022,0,2,0
"女性",0.248178957770579,3000,0,0,2,0
"男性",0.465076101245359,5000,665,2,2,2
"男性",1.15393482389394,4000,0,0,0,0
"男性",0.83818287379574,10000,0,3,0,2
"男性",0.240553656308912,3000,0,1,0,2
"女性",0.248714526570402,5000,0,0,2,0
"女性",0.230006583412178,30000,0,0,1,0
"男性",0.510101433829404,5000,0,0,5,0
"女性",0,10000,0,0,0,0
"男性",1.20068903276231,3000,1617,0,8,1
"女性",0,3000,0,2,2,3
"男性",0.287600134420209,10000,1133,0,2,0
"男性",0,3000,0,0,1,2
"女性",1.10677199569531,8000,0,1,3,0
"男性",1.24120116181672,3000,0,4,0,3
"男性",1.0612381642824,3000,0,2,0,1
"女性",0,3000,0,0,0,0
"女性",1.12713826682419,3000,0,0,0,0
"男性",0.695093678086996,5000,0,1,0,2
"男性",0.803994450168684,3000,0,0,1,3
"女性",0.148499996531755,10000,1759,6,3,1
"女性",1.00285471000709,6000,1743,2,0,0
"女性",0,3000,0,0,4,0
"男性",0.603891453328542,5000,0,3,8,3
"女性",0,2000,0,0,5,0
"女性",0.936893090936355,2000,0,6,0,3
"女性",1.12562644143123,3000,0,2,0,0
"男性",0.264398841382936,5000,0,3,3,2
"女性",1.08869579165708,3000,0,2,5,0
"男性",1.14620856928173,4000,0,2,0,2
"男性",0.372747004698031,25000,2443,0,1,0
"男性",1.37523528573569,2000,0,5,3,4
"女性",1.17685675930697,8000,0,0,3,0
"女性",0.255522655285895,10000,0,0,0,0
"男性",1.04724178386386,5000,0,2,11,3
"男性",0.897615680950694,6000,0,3,0,1
"女性",1.0368338756077,3000,675,1,1,2
"男性",1.24664025534876,2800,0,0,12,4
"男性",0.0945753268618137,1000,0,0,1,2
"女性",1.03012339389417,2000,0,0,4,0
"男性",1.28786928176414,10000,0,0,0,0
"女性",0,5000,0,1,0,0
"女性",1.21851185223553,3000,0,1,0,0
"女性",0,10000,0,0,6,0
"女性",1.26270578396507,7000,0,0,8,2
"男性",1.00841231054626,1000,0,1,13,2
"男性",0.328850153838284,5000,0,1,0,0
"男性",0,1000,0,0,0,0
"男性",0.728904809169471,3000,0,4,0,2
"男性",0,5000,0,0,1,0
"男性",0.250164712872356,9000,0,0,0,0
"男性",0,8000,0,4,2,6
"男性",1.18204335501418,3000,0,0,5,0
"男性",0.817392321261577,2000,0,2,2,6
"女性",0.720618878244422,1000,0,0,24,2
"女性",0.927361791930161,3000,0,0,4,4
"男性",0.491490681027062,10000,0,4,1,0
"女性",1.04778283121996,5000,948,0,17,3
"男性",0,20000,6427,0,8,0
"男性",0.632156036878005,2000,0,1,6,4
"女性",0.585587160848081,6000,0,2,0,0
"男性",0.161274740132503,5000,0,0,1,0
"女性",0.634035064796917,10000,0,1,0,2
"男性",1.08508538480382,4000,0,4,0,2
"男性",0.779966502771713,2000,0,0,0,3
"男性",0.230306681250222,20000,2053,0,2,0
"男性",0.203011212069541,6000,3305,3,2,0
"男性",1.12598564880434,5000,0,3,0,2
"男性",0.908231894290075,4000,0,4,0,3
"男性",1.37549595213961,10000,0,1,7,3
"男性",1.10464111584704,3000,0,7,3,1
"女性",1.25701426963788,1000,0,0,8,2
"男性",0.570250562485307,3000,0,3,0,3
"男性",1.0730946433777,8000,0,6,10,2
"女性",0.117172739580274,5000,0,0,6,0
"女性",0.242686137645505,3000,0,0,0,0
"女性",0.500020819287747,29000,2280,0,3,0
"男性",1.15152931961697,3000,0,0,1,3
"女性",1.16543708441313,10000,0,5,5,2
"男性",0.894294273881242,5000,0,2,1,6
"男性",0.546946880063042,3000,0,2,0,2
"男性",0.532331651104614,5000,7594,0,1,5
"女性",1.27206387078855,2000,0,1,0,0
"男性",1.17093951337505,6000,0,0,11,2
"男性",0.528660739129409,2000,0,0,0,7
"男性",0.773815435711294,30000,8540,4,9,0
"男性",0.715583340441808,1000,2572,0,5,0
"男性",1.7479769990081,5000,0,0,3,0
"男性",0,5000,263,3,0,2
"男性",1.22285121736582,2500,0,5,13,7
"男性",1.10831094403286,3000,0,6,0,1
"女性",1.21677611813415,3000,0,2,1,3
"男性",1.02864043001086,3000,0,20,5,2
"男性",0.832874336643144,3000,0,0,0,0
"男性",1.31784837915096,4000,2360,0,2,1
"女性",0,3000,0,0,1,0
"男性",0.813837922387756,5000,0,1,0,1
"男性",0,10000,0,0,0,1
"男性",0.307293176227249,3000,0,1,0,1
"男性",0,5000,0,0,2,0
"女性",0.835385702522472,10000,2738,0,1,0
"男性",1.20029548725579,2000,0,3,8,3
"女性",0.89269904664252,5000,59150,2,3,2
"男性",1.11673350937665,3000,0,1,6,3
"男性",1.71587375867646,6000,0,2,2,3
"男性",1.22498147977516,3000,0,4,0,5
"女性",1.02423638726119,8000,0,6,2,2
"男性",0.691419969475828,4000,0,2,0,1
"男性",0.0682610009144992,8000,0,0,0,0
"女性",0.999715283927508,5000,0,0,2,0
"男性",0.686897378903814,3000,0,0,0,0
"男性",0.581898462846875,3000,0,1,1,2
"女性",0.379919463228434,5000,1616,0,0,0
"男性",1.08575860058423,1000,0,3,3,0
"男性",0.961845163796097,3000,0,1,4,1
"男性",1.12151490624994,5000,0,1,2,0
"女性",1.1931948960619,3000,0,1,3,2
"男性",0.102459666291252,3000,0,0,0,0
"男性",1.09273291870486,3000,0,1,1,2
"男性",0.935997883882374,8000,0,9,0,3
"男性",0,13000,7092,8,1,0
"男性",0.875591241498478,3000,0,1,4,2
"男性",1.22920519633219,5000,0,0,15,2
"女性",0.119772773846053,2000,0,0,1,2
"男性",1.07664261640981,3000,0,4,1,2
"男性",1.06797161866445,3000,0,3,12,6
"男性",1.10952393367887,8000,0,0,6,2
"男性",1.2469230587827,8000,0,0,7,0
"男性",0.674099764353596,3000,0,1,4,0
"女性",1.0732432522485,5000,0,2,0,1
"男性",0.361470459471457,3000,0,0,2,1
"女性",0.333199392440729,5000,0,0,1,1
"女性",1.10356671738904,3000,0,5,0,2
"男性",0,3000,0,1,0,2
"女性",1.28406220562756,8000,4559,0,0,0
"男性",1.11330587266944,4400,0,0,11,6
"男性",1.07595776205882,20000,0,3,1,2
"男性",0.633631605627015,3000,0,3,0,4
"女性",0.142575921714306,5000,0,8,3,3
"男性",0.445215171631426,5000,0,0,5,0
"男性",1.28828039137647,4000,0,1,3,0
"男性",0.736191507540643,5000,2936,0,3,0
"男性",1.85109655732755,5000,0,12,12,4
"女性",1.04099404907785,5000,0,7,8,2
"男性",0.193882834678516,5000,0,2,4,1
"女性",0.995616048937663,2800,0,0,4,0
"男性",0.869987054173835,5000,0,3,0,2
"女性",0.154300777674653,8000,0,0,1,1
"男性",0.406400679205544,5000,982,0,10,0
"男性",0.958498768275604,4000,0,0,4,0
"女性",1.1381763293501,4800,0,3,5,1
"女性",0.981905884332955,3000,0,3,0,2
"男性",0,4000,0,3,2,2
"女性",0.0253010969748721,2000,0,1,4,0
"女性",1.22536439524963,8000,0,3,0,3
"男性",1.16899913028348,2000,0,0,6,1
"男性",0.485121720004827,3000,0,0,0,3
"女性",0.974341948679648,3000,0,0,0,0
"男性",0.556125425966457,2000,0,2,0,2
"女性",0.838070015101694,5000,0,1,0,3
"男性",1.13876570248976,3000,0,0,8,3
"男性",0.173227436169982,3000,0,0,0,0
"男性",1.28961598216556,5000,1268,5,11,3
"男性",0.716443549841642,30000,3177,0,8,0
"男性",0.27207154372707,3000,0,0,0,0
"男性",1.25265598777216,5000,0,3,2,1
"男性",0.2741911015613,10000,0,0,1,0
"男性",0,3000,0,0,0,3
"男性",0.567370527563617,2000,0,3,0,2
"男性",1.19293871045578,3000,0,0,3,0
"女性",1.02810371336062,5000,0,0,6,1
"男性",0.901403513452969,3000,0,7,3,3
"女性",0.673863875027746,3000,0,0,4,3
"女性",0,3000,0,0,0,0
"男性",0.354547630869783,4000,0,0,0,0
"女性",1.16972512997221,1000,0,2,0,2
"男性",0.357216956606135,2000,0,0,1,0
"男性",0.24888262366876,3000,0,0,0,2
"女性",0.380193602764048,2000,0,1,0,0
"女性",1.16213187444955,3000,0,0,0,0
"男性",1.2084098309651,3000,0,4,0,3
"男性",0.851391341066919,3000,0,2,3,2
"女性",1.0663035299303,8000,0,1,7,0
"男性",1.19973320369609,3000,0,1,0,1
"男性",1.34137876953464,6000,0,1,6,7
"女性",0,10000,0,0,1,0
"男性",0.244715818529949,10000,1674,2,1,0
"男性",0,5000,0,0,1,0
"男性",1.98670832981356,3000,0,1,10,5
"女性",0.175935235079378,3000,0,2,3,2
"男性",1.22654859176837,3000,0,0,8,0
"男性",1.1236179301003,5000,0,0,1,0
"女性",1.10499380140565,3000,0,1,0,2
"男性",0.118680712864734,5000,2139,0,1,0
"男性",0.184696087888442,10000,0,2,1,2
"女性",2.15153660656884,20000,9443,0,8,1
"女性",1.11205680722836,3000,0,2,1,2
"男性",0.583925672327168,8000,0,1,0,0
"男性",0.344460437730886,3000,0,0,0,1
"男性",1.1083734534448,3000,0,0,2,3
"女性",1.04451720949728,1000,0,0,5,0
"女性",0.119150286535732,5000,5948,0,6,2
"男性",1.02474313574377,3000,0,17,7,2
"男性",1.18765311697498,10000,2378,2,2,3
"男性",1.20658473846037,20000,1915,0,1,0
"男性",0.793907535355538,3000,201,3,1,4
"女性",1.16043601413723,10000,7623,8,3,1
"男性",1.23303678835742,5000,0,0,9,3
"男性",1.29368636018131,5000,358,1,1,0
"男性",0,5000,0,0,1,0
"男性",0.568271987284534,2000,0,5,17,3
"男性",1.28932388600893,3000,0,3,1,2
"男性",1.13571357892361,10000,2634,0,0,0
"女性",0.93974545723293,5000,0,21,7,3
"男性",1.01501269263215,6000,0,0,0,1
"男性",0.127556161810644,3000,0,0,3,0
"女性",0.221213442953303,5000,4003,0,4,2
"女性",1.13265820080414,1000,0,1,10,0
"男性",0.781176681541838,7000,7097,2,16,0
"男性",0.992288407385349,6000,0,0,2,1
"男性",0.595694806771353,6000,0,0,11,0
"女性",1.18536169786938,3000,0,4,2,2
"男性",1.21499986725394,5000,0,0,4,2
"男性",0.555981029160321,5000,0,4,4,3
"女性",1.12685025278479,3000,0,0,4,3
"男性",1.34302037388552,3000,0,2,8,2
"男性",1.24756498966366,10000,3147,0,1,0
"男性",0.919743830990046,2000,0,0,3,3
"男性",1.01674586704466,3000,0,2,0,1
"女性",0.132485933038406,8000,0,0,0,2
"女性",1.14907304847613,3000,0,4,1,2
"男性",1.29812359723728,4000,0,0,8,1
"男性",1.23160096360371,1000,0,1,15,0
"女性",0,5000,0,0,4,4
"男性",1.10907575035468,6000,0,2,0,3
"女性",1.16060493909754,3000,0,11,0,2
"男性",0.725823377924971,5000,0,1,3,1
"男性",1.01636777748354,3000,0,0,5,2
"男性",0.68626065896824,2000,0,3,4,3
"女性",0.881288787033409,3000,0,2,1,4
"男性",0.5546376706101,5000,0,0,0,0
"女性",0,8000,3833,0,3,0
"女性",0.979241825356148,6000,0,0,0,0
"男性",1.23779693589546,2000,0,5,1,0
"女性",0,6000,0,0,1,1
"男性",0.650213305656798,3000,0,4,1,2
"男性",1.08525189367123,3000,0,1,1,2
"男性",1.1485050447844,5000,0,2,1,2
"女性",0.738329017376527,3000,0,3,2,2
"男性",0.657471976997331,3000,0,1,14,4
"女性",0.452391249532811,10000,0,1,3,2
"男性",0.822813815679401,3000,0,4,1,2
"男性",0.262952185622416,5000,0,0,4,6
"男性",1.23724442542531,5000,0,5,5,2
"女性",1.26046713789459,5000,0,0,14,3
"男性",1.03489387030713,3000,0,1,4,3
"男性",1.11225845768582,10000,0,0,1,0
"女性",0.852716781743802,2000,0,0,6,0
"女性",0.162433182680979,10000,0,0,5,0
"女性",0.471164904534817,5000,0,0,0,2
"男性",0.34789063107688,3000,0,1,4,1
"男性",1.06525252220687,5000,0,0,4,2
"男性",1.33165988484398,3000,0,0,15,1
"男性",1.1819081576122,5000,0,5,13,3
"男性",1.15115240450017,1000,0,0,3,4
"女性",1.12247366835363,5000,0,8,0,3
"男性",0.506202261094004,3000,0,0,1,0
"男性",1.095251715919,6000,1653,8,0,3
"男性",0.0389145873300731,3000,0,0,2,0
"女性",1.13017072379589,3000,0,0,5,0
"男性",1.09932073913515,8000,0,1,7,2
"男性",1.25693281657062,2000,0,0,0,2
"男性",1.1532534484379,1500,0,6,4,3
