"gender","usage","credit","loan","history","accounts","status"
"男性",0.916975643620826,3000,0,2,0,2
"男性",0.599447541520931,3000,0,1,3,2
"男性",1.32113012931775,5000,0,1,5,2
"女性",1.04515432303771,3000,0,1,5,3
"男性",1.53593728418462,10000,0,0,23,1
"男性",1.2648314285744,5000,0,3,1,2
"男性",1.23939318389166,2500,18318,0,3,1
"女性",0.21302308389917,8000,0,0,0,0
"女性",1.53820246316493,2000,0,7,0,4
"男性",0.953510204181075,3000,0,3,0,1
"男性",1.10378092918545,5000,4183,0,5,1
"男性",0.546553294551559,5000,0,2,5,3
"女性",0,5000,0,0,1,0
"男性",0.288266262463294,10000,0,0,2,0
"男性",0.404352901303209,3000,0,2,5,0
"男性",1.11332362432498,2000,0,0,18,2
"男性",1.60333852175158,4000,0,0,10,2
"女性",0.541362398336642,3000,0,2,0,1
"男性",1.04775799630675,2000,0,3,2,7
"男性",1.30238194556907,3000,0,4,0,2
"男性",0,5000,0,0,3,6
"男性",1.10680091856513,3000,0,1,0,2
"男性",1.05526761441957,5000,0,3,0,1
"女性",0.443282413501292,5000,0,0,1,2
"男性",0.715450300304219,3000,0,3,0,2
"女性",1.03574963842519,4000,0,0,9,0
"女性",1.24662586513441,2000,0,5,1,3
"男性",0.29414484096691,5000,17247,0,2,1
"男性",0,5000,0,0,0,2
"男性",0.241147890924476,3000,0,1,1,3
"女性",1.01982834808528,3000,0,0,5,1
"女性",0.127612889460288,3000,0,0,1,0
"男性",0.359152421886101,15000,0,0,2,0
"男性",0.362736094952561,5000,1555,1,1,2
"男性",1.3172064447077,5000,0,3,1,3
"女性",0.521000244296156,3000,1134,0,0,0
"男性",0.459368550744839,2000,0,3,2,3
"男性",0,5000,0,0,1,2
"女性",1.0538010599371,3000,0,0,1,0
"男性",1.10939545331988,3000,0,0,1,0
"男性",0.311169561585411,2000,0,0,0,0
"男性",0,2000,0,0,2,2
"女性",1.13164970533457,2000,328,0,16,3
"男性",0.57702624571044,3000,0,1,1,2
"女性",1.100463667023,10000,2575,0,16,0
"男性",0.683752902736887,8000,0,4,1,0
"男性",1.14123518250417,2000,0,0,0,2
"男性",1.34345222994685,3000,0,17,10,3
"男性",1.05346735059749,3000,0,0,0,2
"男性",1.20104670514353,5000,0,6,3,3
"男性",1.23307810091414,3000,0,2,1,0
"男性",0.9581600236753,2000,0,2,0,1
"男性",1.02563985283952,3000,0,0,1,0
"女性",0.322159811249003,5000,0,0,2,0
"女性",0,5000,0,0,1,1
"女性",0.435526914107613,10000,0,0,1,0
"男性",1.2288743307488,4000,0,0,2,0
"男性",1.15938234220259,2000,0,0,2,3
"男性",0.148920341897756,5000,0,0,1,0
"男性",1.29207312527578,5000,0,2,5,2
"男性",1.08901683200616,1000,0,3,10,6
"男性",0.255704777562059,3000,0,2,1,2
"男性",0.715807689307258,3000,0,2,0,0
"女性",0.245423961239867,3000,1161,0,8,2
"男性",0.576041330485605,3000,0,0,1,0
"女性",0,2000,0,0,3,0
"男性",1.17203202511184,2000,0,0,0,0
"男性",0,3000,0,0,1,2
"男性",0.58511513330508,3000,0,0,1,0
"女性",0,3000,0,0,1,0
"男性",0.474040648280643,3000,0,2,0,2
"男性",1.08725516370963,3000,0,2,0,3
"男性",1.10467154867947,6000,4085,0,3,0
"男性",0.840192949180491,13000,1626,0,3,0
"男性",1.03759005730972,5000,0,0,1,0
"女性",1.17240460442845,3000,0,3,11,0
"女性",1.56315341101959,1000,0,2,6,3
"女性",1.20442698875442,3000,0,0,4,0
"男性",1.08390613669995,2000,0,9,3,4
"女性",1.26812338737305,3000,0,3,0,2
"男性",0.333002071697265,5000,1211,0,4,0
"男性",1.18029191175476,10000,0,2,1,2
"男性",1.29904780675657,2000,0,0,7,2
"男性",0,3000,0,0,5,0
"男性",0.805401369035244,5000,0,2,0,0
"男性",0.356457190490328,3000,0,0,1,1
"女性",0.139538099532947,7000,0,0,4,0
"男性",0.656065694298595,3000,0,1,1,2
"男性",0.740009560314938,10000,0,0,5,1
"男性",0,3000,0,0,0,0
"女性",0,3000,0,0,0,0
"女性",0.133029124760069,10000,0,0,1,0
"男性",1.16621546878014,3000,0,6,0,2
"男性",0.296620575799607,3000,0,0,2,0
"男性",1.02969736193772,3000,0,11,0,2
"女性",0,3000,0,0,1,2
"男性",0,1000,0,0,3,2
"男性",0.32705723408144,8000,1987,0,0,0
"男性",0.457525767502375,5000,0,0,2,1
"男性",0.477549803005531,2000,0,0,0,0
"男性",0,5000,0,1,1,0
"男性",0,5000,0,0,0,2
"男性",1.05599480925594,5000,0,0,2,0
"女性",0,3000,0,0,1,1
"男性",0,3000,0,0,1,0
"男性",0.942563637034036,5000,0,1,14,3
"男性",1.14561883341521,3000,3407,12,5,2
"男性",0,5000,0,0,0,0
"女性",0.384495565760881,3000,0,1,1,2
"男性",0.852954271617345,2000,0,2,4,1
"女性",1.18550344914198,1000,2846,7,9,3
"女性",0.87963514495641,3000,0,7,7,3
"男性",1.12025132969487,10000,0,0,1,2
"女性",0,3000,0,0,1,0
"女性",0.283211124786176,5000,1570,0,5,0
"男性",1.03040904025547,5000,0,4,10,3
"女性",0.807255603028461,1000,0,1,5,1
"男性",1.2466554485308,10000,0,6,1,3
"女性",1.00904931378551,2000,0,7,1,3
"男性",0.28742058058735,5000,0,1,0,0
"女性",1.08795224379282,5000,0,2,4,2
"男性",0.531863777600229,2000,0,0,2,0
"女性",0,10000,0,0,1,0
"男性",0.364981105346233,5000,0,6,0,3
"男性",0.916199671542272,3000,0,1,0,2
"男性",1.19894369418267,5000,378,0,0,4
"女性",1.23487347729038,2000,0,9,0,4
"男性",1.04731827482115,3000,0,2,0,2
"男性",1.27893518157303,1000,0,0,4,1
"男性",1.16125732458197,5000,0,7,6,1
"男性",0,3000,0,3,7,2
"男性",1.02310385815334,3000,5325,1,2,0
"女性",0.492721547107212,3000,0,0,2,0
"男性",1.18926895436365,5000,0,0,13,0
"女性",0.902287604492158,3000,0,2,0,2
"男性",1.23592161948793,36000,7250,3,3,2
"男性",0.757500540390611,5000,0,1,0,0
"女性",0.545983654921874,10000,0,0,0,1
"男性",0,10000,0,0,1,2
"女性",1.23198889767751,3000,0,4,2,2
"男性",0,5000,309,0,3,0
"男性",1.19317773698363,3900,2988,0,11,3
"女性",1.11507762657944,10000,993,1,4,0
"女性",0.761724703270011,6000,1730,0,6,1
"男性",1.35910382642876,3000,4821,0,11,0
"女性",0.554794984553009,3000,0,2,0,2
"女性",1.00977284934837,4000,0,1,1,0
"女性",0,3000,0,1,0,0
"男性",2.03588173320517,10000,0,0,24,3
"女性",1.48129574935418,5000,2283,0,4,0
"男性",0.361258328859694,3000,0,0,0,2
"男性",0.785553215187974,3000,0,0,1,0
"女性",0.116815701327287,13000,2978,0,0,0
"男性",0,5000,1496,1,1,2
"女性",0,3000,0,0,2,2
"男性",1.05190618311055,5000,0,2,3,6
"男性",1.03128159414046,7000,0,0,2,2
"男性",0.424240945396014,5000,0,0,0,0
"男性",0.894987508626655,3000,0,2,2,1
"男性",1.30685973908287,3000,0,0,6,0
"女性",0.0564653086056933,3000,0,0,0,0
"女性",0.588969240658917,8000,0,0,4,0
"男性",0,10000,0,1,3,0
"男性",0,5000,0,0,1,0
"女性",1.27857668757904,5000,0,3,0,2
"男性",0.549420930650085,20000,0,1,3,0
"男性",1.1883511448605,5000,0,0,3,3
"女性",1.00132235321216,20000,9027,0,3,0
"男性",1.14611337590963,3000,0,9,4,4
"男性",0.63199063741602,3000,0,0,0,0
"男性",0.526623962139711,3000,1896,1,5,0
"男性",0.330874420884065,10000,2760,0,1,0
"男性",0,5000,0,0,0,0
"男性",0.134792653894983,3000,0,0,0,0
"女性",0.599437189735472,5000,0,0,0,0
"女性",1.03116562048905,5000,0,0,4,1
"男性",0.286413597008213,3000,0,0,2,0
"男性",1.23830843591131,20000,0,1,6,1
"男性",0.0544808431901038,1500,0,1,6,2
"男性",0.982118370276876,3000,0,1,1,0
"男性",1.05916710298043,5000,0,4,1,0
"男性",0,3000,0,0,0,2
"男性",1.13457749948837,2000,0,2,7,3
"男性",0.580336186359637,10000,0,1,4,2
"男性",1.16694633388892,3000,0,0,2,0
"女性",0.441015940662473,3000,0,2,2,2
"男性",1.07472490085289,5000,0,0,12,0
"男性",1.02956149245612,3000,0,0,0,0
"男性",1.20014654164203,3000,0,0,3,4
"男性",1.06876762173604,3000,0,0,2,0
"女性",0.257513934178278,8000,8594,1,5,0
"女性",1.06010316742584,10000,1081,0,4,0
"女性",1.11600208924152,2000,0,0,5,1
"男性",0.97415067251306,3000,0,7,0,2
"女性",0.381438657348044,5000,0,1,2,0
"女性",1.35075322180986,7000,0,2,9,1
"女性",0.67755134508945,5000,0,1,2,2
"男性",0.806420425921679,3000,0,7,0,0
"女性",0.815206955852918,3000,0,5,0,2
"男性",1.05339342291933,5000,0,0,6,0
"男性",1.66229517818894,3000,0,1,21,3
"男性",1.22455375652295,3000,0,0,3,3
"男性",1.14639951284975,3000,0,3,3,7
"男性",1.07340576635208,5000,0,1,6,6
"男性",0.833702015583403,5000,1089,3,0,2
"男性",0.123279064721428,5000,0,0,2,0
"男性",1.086732263132,2000,0,0,11,2
"男性",0.159311930425465,40000,4633,0,1,2
"男性",1.8305842513917,3000,0,0,15,2
"男性",0.479106790800579,2000,0,1,0,3
"女性",1.34449111044407,5000,0,0,0,0
"女性",1.2993850937346,5000,0,0,5,0
"女性",0.760330620203167,2000,2408,0,8,0
"女性",0,5000,0,0,0,3
"男性",1.03134299206082,5000,0,1,1,3
"男性",0.487539185010828,10000,0,1,4,2
"男性",0.930337274936028,5000,0,1,1,3
"男性",0.89037698731292,5000,0,0,0,1
"男性",1.00775146651082,3000,0,1,4,1
"女性",0,40000,0,1,1,0
"男性",0,5000,0,2,0,2
"女性",0,3000,0,0,1,0
"男性",0.0478030672343448,10000,9889,0,1,0
"女性",0,3000,0,0,0,3
"男性",1.47907122533303,1000,0,2,12,3
"女性",0,3000,0,0,0,2
"女性",1.25552774752025,3000,0,8,10,2
"男性",0,6000,0,0,1,1
"男性",1.14877065874171,8000,0,3,5,0
"男性",0.610832023131661,5000,0,3,0,2
"男性",1.16206993878353,4000,0,0,14,0
"男性",0.707649561278522,3000,0,0,0,0
"男性",0.627631649537943,5000,480,7,5,1
"女性",0.674270719024353,5000,0,0,0,2
"男性",0.351175477853976,5000,0,1,1,1
"男性",1.12460331765469,5000,0,1,10,0
"女性",0.796686185533181,4000,0,0,1,0
"男性",1.25808096196037,3000,5317,4,19,5
"女性",0,3000,0,0,0,1
"男性",0.0743106058333069,7000,849,0,0,0
"女性",1.26417591878679,3000,0,1,1,0
"男性",0.964495955761522,5000,0,2,1,2
"女性",1.30373441439588,20000,3785,0,4,0
"男性",1.30750916991849,5000,0,3,0,2
"男性",0.680137022975832,3000,0,5,5,7
"男性",1.99656365934294,2600,731,2,1,3
"男性",1.23492420115974,9000,0,3,1,0
"女性",0.366372416438535,10000,0,0,4,0
"男性",1.00883427680004,1000,0,1,9,1
"男性",1.08522732863203,3000,0,1,4,0
"女性",0.470633573275991,5000,26515,2,0,2
"女性",1.07677505706903,2000,2858,7,3,3
"男性",1.1600294874981,10000,885,0,4,0
"女性",0.408062743926421,4000,0,0,0,0
"男性",1.16648869928904,3000,0,0,9,0
"男性",1.28967132291291,5000,0,1,3,1
"男性",1.06959803929552,3000,0,3,0,1
"男性",0.36497874810826,3000,0,0,7,0
"女性",1.13127185387537,2000,0,3,0,0
"男性",0,8000,0,0,0,0
"男性",0.87371106620878,5000,0,2,0,1
"男性",0.379821239667945,10000,0,2,0,1
"男性",0.0653645789530128,5000,2096,0,3,2
"男性",1.18886790222023,8000,0,2,11,2
"女性",0.430444382415153,8000,2346,0,11,1
"男性",1.16726546423044,1500,0,3,3,4
"男性",1.16938687866088,3000,0,2,1,2
"男性",1.16201960193459,10000,0,0,1,0
"男性",0.846716859252192,3000,0,1,1,1
"男性",1.03767573216464,6000,0,3,4,2
"男性",0,3000,0,0,0,0
"女性",0.430286813839339,2000,0,0,0,0
"男性",1.15475967851467,5000,0,4,0,2
"男性",0.177499175611883,10000,0,0,1,0
"女性",0,5000,10064,1,1,0
"女性",0.114044967135414,5000,0,2,9,2
"男性",0.287053111353889,2000,0,0,0,2
"男性",0.388198263775557,10000,757,0,0,0
"男性",1.29680467245635,1300,0,8,9,3
"男性",1.14822686487343,10000,8186,4,3,2
"男性",0.0977119773486629,3000,1761,2,2,2
"男性",0.576866889656521,3000,0,2,0,2
"男性",0.903034867350943,5000,1635,9,1,3
"女性",0.628808565805666,5000,0,1,7,1
"男性",0.49212555219885,3000,0,0,4,1
"男性",0,3000,0,2,0,4
"男性",1.30604815488216,5000,0,7,1,3
"男性",0.540649011223577,3000,0,0,0,0
"男性",0.396615454540588,3000,0,1,6,3
"男性",0.903970903190784,2000,3622,0,4,1
"男性",1.08425381787121,3000,0,0,0,0
"男性",0.127623871378601,3000,0,3,2,2
"男性",1.25652005051728,1200,4125,0,2,0
"男性",0.723607604294084,5000,0,0,1,1
"女性",0.0181034550210461,3000,0,0,0,2
"男性",1.14503232548945,3000,0,0,25,0
"男性",0.689651753059588,3000,0,3,1,0
"女性",0.54493255009409,10000,752,7,4,1
"男性",0.431621359856799,3000,0,3,0,2
"男性",0,5000,0,0,2,2
"女性",1.18732616093475,3000,0,2,0,2
"男性",0.977259693494998,2000,0,3,7,3
"男性",1.11546442473307,2000,0,0,3,1
"男性",0.606784541066736,3000,1624,1,4,1
"女性",1.11675098684616,3000,0,0,3,2
"女性",0.433293657964095,3000,0,0,0,0
"女性",0.297727581020445,8000,0,0,1,0
"男性",1.11972484339494,3000,0,4,3,4
"男性",0.447595449504443,3000,0,2,3,1
"男性",1.15359331364278,5000,3973,0,4,1
"男性",0.558388779759407,3000,0,2,1,2
"男性",0.299785744203255,3000,0,0,3,2
"女性",0,3000,0,0,0,0
"男性",0,5000,0,0,0,0
"女性",0.389248883058317,5000,0,0,3,2
"女性",0,3000,0,1,0,2
"男性",1.04145632184111,3000,0,1,0,3
"男性",0,40000,6956,3,1,0
"男性",0.944542067404836,5000,0,0,5,2
"女性",1.16295912701171,3000,0,0,8,1
"男性",1.16301061616279,10000,2635,0,1,1
"男性",0.66799536368344,25000,53165,0,2,0
"男性",0,2000,0,1,0,2
"男性",1.42241221379023,10000,0,10,3,3
"男性",1.16707419480663,4000,0,3,0,2
"男性",1.10257385409903,3500,0,0,0,0
"女性",0.765540245939046,3000,0,2,0,2
"男性",1.02216429381631,5000,0,2,2,1
"女性",1.0593857467873,2000,0,5,0,2
"女性",1.00837308662478,8000,0,2,3,4
"男性",1.29829520450905,3000,0,2,3,0
"女性",1.18488935449161,4800,0,2,0,2
"男性",0.296488935281523,3000,0,1,0,0
"男性",0.283841434149072,2000,0,0,6,0
"女性",0.287812830312178,6000,0,0,1,0
"女性",0.690005879709497,3000,0,0,1,2
"男性",1.09320227339864,3000,0,2,11,6
"男性",0,5000,0,0,0,0
"女性",0,3000,0,0,0,0
"男性",1.13121586407069,5000,1892,0,0,0
"男性",0,3000,0,0,0,0
"男性",1.01981059039012,8000,0,6,1,3
"女性",0.80636685677804,8000,0,0,2,0
"女性",0.999749805550091,3000,0,3,3,0
"女性",0.237959847580641,10000,1594,1,2,0
"男性",0,6000,0,0,0,2
"男性",1.00074133692775,5000,0,2,0,0
"男性",0.668894464587793,3000,0,1,3,1
"女性",0.292586586629041,5000,616,0,5,0
"女性",1.18517676788382,5000,2370,2,0,1
"男性",0.462706598932855,5000,17007,6,5,3
"男性",1.18797553096432,5000,0,5,0,1
"男性",0.170256919870153,5000,0,0,1,0
"男性",0.635922124604695,3000,0,0,1,3
"女性",0.141251562610269,3000,0,0,0,1
"女性",0,50000,0,0,1,1
"男性",0.27022264468018,3000,0,2,0,2
"男性",0.641957409130409,3000,0,1,0,2
"女性",0,2000,3479,0,1,3
"女性",1.11933432457503,2000,0,1,1,1
"男性",0.565770284626633,3000,0,0,0,0
"女性",0,3000,0,0,1,0
"男性",0.163492997279391,10000,1940,1,0,1
"男性",0.99643259822391,8000,0,1,2,2
"男性",1.12644733418711,5000,1106,0,0,0
"男性",1.25283391027246,3000,0,2,6,3
"男性",0.0417230947548524,10000,0,0,3,2
"男性",0.548979606097564,5000,0,3,6,3
"男性",0.278311637518927,1500,0,1,7,0
"女性",1.36286170909647,10000,2939,1,7,4
"女性",0.584248128836043,3000,0,4,6,2
"男性",0.542297879788093,6000,0,5,0,1
"男性",0.839980315635912,3000,0,3,5,2
"男性",0.128741832426749,15000,2371,0,0,0
"男性",1.04774768247735,3000,0,2,11,5
"男性",1.27610085913446,1500,0,1,3,3
"女性",0.969884359291755,5000,0,0,7,0
"女性",1.04422695150133,5000,0,2,3,2
"男性",0,5000,0,0,1,0
"女性",1.12578808611725,3000,0,2,3,2
"男性",1.15193162129261,10000,0,0,13,4
"女性",0.778440231471322,3000,0,5,3,3
"男性",0.264663056624122,10000,3785,2,3,3
"男性",0.745847902987152,5000,1478,0,5,4
"男性",1.29237122794148,3000,0,1,5,0
"男性",0,5000,0,0,1,2
"男性",1.16870480883401,10000,0,2,1,1
"男性",0.408242342881858,2000,1041,0,0,0
"男性",1.30508138819598,3000,0,4,3,1
"男性",1.06760596265085,3000,0,2,0,2
"女性",0.633965319036506,8000,0,0,3,0
"男性",0.600549240075052,2000,0,1,12,4
"男性",0,5000,0,0,0,0
"男性",1.04472972829826,3000,0,0,0,2
"男性",0,2000,0,1,0,2
"男性",0.586001577721909,3000,0,1,1,2
"男性",0.978415164309554,3000,0,2,0,2
"男性",1.2688472741656,5000,1314,0,11,0
"男性",0.287396078561433,3000,0,2,0,3
"男性",1.12440803935751,2000,0,2,1,1
"男性",1.0500378529774,5000,0,0,10,0
"女性",1.53255771711469,5000,0,1,12,1
"男性",1.01998891461641,3000,0,2,15,1
"女性",0,5000,1012,0,2,0
"男性",0.425970520148985,10000,0,0,1,0
"男性",0.336307525397278,10000,0,0,5,0
"男性",1.02062826876529,2000,0,0,2,0
"男性",1.02340009059291,3000,1944,2,2,3
"男性",0,3000,0,0,0,2
"女性",0.669079831005074,3000,0,3,2,2
"男性",1.06460640534759,3000,0,0,2,3
"男性",1.07765054977033,3000,0,7,1,2
"男性",1.11996833509766,10000,1592,1,3,3
"女性",0.708235043454915,3000,7459,1,1,2
"男性",1.13769125806633,10000,0,0,1,0
"男性",0.889264818839729,13000,3531,0,8,0
"男性",1.10996558838524,2000,22281,0,13,0
"男性",1.2000773569569,3000,0,2,1,3
"男性",1.07614724421874,10000,0,1,2,0
"男性",0.31490116853267,8000,0,2,1,3
"男性",1.02447212385014,5000,3656,1,10,1
"女性",0.721539943739772,5000,0,0,5,0
"男性",1.00334177796729,5000,0,0,1,3
"男性",0.317000802857801,5000,0,0,5,0
"男性",0.45074027438648,5000,0,3,0,2
"女性",0.928531631133519,3000,0,1,13,0
"男性",1.10439947407227,5000,0,1,4,4
"男性",0.544596690274775,1000,0,8,12,2
"男性",0.627866477179341,2000,0,2,7,1
"男性",0.71473045994062,8000,0,4,0,0
"男性",1.23530887212139,2000,0,0,15,2
"男性",0.383638466736302,10000,1454,5,3,0
"男性",0,10000,0,0,1,0
"男性",0.497589243692346,5000,0,0,0,0
"男性",1.23266603038646,5000,0,2,4,2
"男性",0.251225254647434,10000,0,0,0,0
"男性",0.614587032105774,6000,5189,0,1,0
"男性",1.19067525188439,2000,0,0,10,0
"男性",1.06948324894067,2000,0,1,1,0
"男性",1.19797274580225,4000,0,4,1,1
"女性",1.28695999209769,3000,0,4,0,7
"女性",0.191010779915377,10000,0,0,2,0
"男性",1.25420957674738,3000,0,0,0,3
"男性",1.07135649126489,3000,0,2,0,2
"女性",0.362836632975377,10000,0,0,5,1
"女性",0.47925947740674,3000,0,5,1,2
"男性",1.35163932621945,2000,1853,6,15,2
"男性",0.767916673361324,3000,0,0,1,2
"男性",0.390105454786681,6000,2556,2,0,0
"男性",0.648635482336395,5000,0,1,2,0
"女性",0.493666323386133,3000,0,0,0,3
"男性",0.50922854101751,5000,0,0,13,0
"男性",1.03305409898516,5000,0,0,0,0
"男性",0.233146222825162,5000,1371,0,3,0
"男性",0.957725988132879,2000,0,9,0,4
"男性",1.3106860609306,3000,0,0,0,0
"男性",1.03682856635656,3000,0,1,1,1
"男性",1.04448059387039,3000,0,3,1,2
"女性",1.12736845539883,4000,0,0,0,0
"男性",0.762997987451963,3000,0,0,2,0
"男性",1.09744299207814,5000,3021,0,3,4
"男性",1.39297462434974,5000,0,0,0,0
"男性",1.05207849875093,2000,0,1,0,5
"男性",1.05393001814373,1000,1188,2,4,1
"女性",1.14942388741765,5000,0,0,8,0
"女性",0.317680744514801,7000,0,2,2,0
"男性",1.24422700163908,5000,0,0,4,2
"男性",0,5000,0,0,1,0
"男性",0.462973835887387,3000,0,2,0,2
"男性",0.55243147582747,3000,0,1,1,1
"女性",0,10000,0,0,2,0
"女性",0.421991977063008,3000,0,1,0,2
"女性",0.531990514355712,3000,0,0,0,2
"女性",1.29963603855576,8000,0,1,0,3
"男性",1.14376916734036,5000,0,2,1,2
"男性",1.29750335779972,3000,0,0,3,1
"男性",1.04809522670694,5000,0,0,10,0
"女性",0.288757099146023,5000,0,0,1,0
"女性",1.15702786646318,3000,491,7,4,3
"女性",0.073931196751073,5000,0,0,0,0
"男性",0.0852074272138998,10000,0,2,1,0
"男性",1.07206903425977,7000,0,1,4,0
"女性",0.0974274305207655,12000,1159,0,1,0
"女性",0.789031750215218,10000,2495,0,1,0
"女性",0.614863669001497,3000,944,0,4,3
"男性",1.13366498568095,10000,0,0,9,0
"男性",1.127891828008,3000,0,4,0,5
"男性",0,3000,0,0,0,2
"男性",1.24944381013047,1000,0,4,15,4
"男性",1.02818785027135,3600,0,1,2,1
"男性",0.877443710048683,4000,0,1,7,0
"女性",0.989489261689596,10000,941,0,3,0
"女性",0,3000,0,1,2,0
"男性",1.26915082908701,4000,0,2,0,0
"男性",0.498867858191952,3000,0,1,1,0
"男性",0.966982627143152,3000,0,0,2,0
"男性",1.03150051817764,20000,0,0,1,2
"男性",0.335463960105553,5000,0,0,0,1
"男性",0,30000,0,0,6,0
"女性",0,3000,0,0,0,0
"男性",1.20004897017498,2000,0,2,6,0
"男性",0.488776506222785,6000,0,0,0,0
"男性",1.15498883964028,10000,0,0,3,3
"男性",1.04570319338702,5000,0,2,3,1
"女性",1.16428422459867,10000,2312,2,14,0
"男性",1.11028645622544,3000,0,8,2,3
"男性",1.05909773469437,3000,0,0,9,4
"男性",0,7000,0,0,3,0
"女性",0.142852275078185,3000,0,0,0,0
"男性",0.254057309543714,5000,0,3,1,2
"男性",0.932494414402172,5000,0,0,4,1
"女性",0.663682595691644,5000,3780,0,1,0
"女性",0.801223723529838,2000,0,1,3,0
"女性",1.19920221352018,25000,15824,3,2,1
"男性",1.10719328099862,5000,2049,1,4,1
"女性",1.11179180200212,3000,0,0,8,3
"女性",1.1563574200822,3000,0,15,5,3
"男性",0.15570204207208,5000,0,0,0,0
"男性",0.448033568141982,5000,0,2,3,2
"女性",0,3000,0,0,3,6
"男性",1.08507587568369,3000,0,3,7,2
"男性",0.279067308292724,2000,0,0,3,0
"男性",0.625542778950185,5000,0,0,2,4
"男性",1.35202071029227,2000,0,1,11,4
"男性",0.708954609953798,5000,0,0,0,0
"男性",1.11683706579264,2000,0,0,2,0
"男性",1.12123323804699,5000,0,0,1,0
"男性",1.17586514136288,10000,0,8,2,6
"女性",0.299700881233439,5000,0,0,16,0
"男性",1.13684060005471,5000,41194,0,10,5
"男性",1.24909434713889,3000,0,0,2,3
"男性",0,3000,0,0,1,0
"男性",1.18243106631562,3000,0,3,1,2
"男性",1.0489932209393,3000,0,3,3,1
"男性",1.17828295081854,7000,0,0,6,0
"男性",0.735336087816395,5000,0,1,7,1
"男性",0.972781560425647,1000,0,0,1,0
"男性",1.2824888800038,5000,0,0,9,0
"女性",1.12480607711244,3000,0,2,0,1
"女性",1.26365845870692,5000,0,2,4,3
"男性",0.462094921465032,8000,0,4,3,4
"女性",0.303533859103918,3000,0,0,1,2
"男性",1.2175972887082,10000,0,1,4,1
"男性",0.168456961144693,5000,0,0,1,0
"男性",1.07302327991463,2000,0,0,5,0
"男性",1.67269540356006,6000,4102,3,3,0
"男性",0,5000,0,0,2,0
"男性",1.13303159001749,3000,0,0,3,1
"男性",1.2579583089659,10000,0,1,2,2
"女性",0,3000,0,0,2,0
"男性",1.20345038507599,9000,1160,0,7,1
"男性",0,3000,0,0,0,3
"男性",1.02469476441387,5000,2274,0,7,1
"男性",0.0904997167270631,5000,611,1,1,3
"男性",0,5000,0,2,3,3
"女性",1.08520902380813,4500,0,0,2,2
"男性",0.811426898334175,5000,0,2,1,1
"女性",0,6000,0,0,0,0
"男性",0.3586475804355,7000,0,4,2,2
"男性",0,3000,0,0,3,3
"男性",1.39377797189169,1000,0,1,27,3
"女性",0.736951191364787,3000,0,2,1,2
"男性",1.13698496659286,3000,0,2,4,2
"女性",1.01677240519784,3000,0,0,10,0
"女性",1.04479876486119,8000,1482,2,7,3
"女性",1.20982577814721,3000,3218,0,13,1
"女性",1.178721329486,3000,1354,0,8,0
"男性",1.05619230332319,5000,0,5,6,2
"女性",0.463730865754187,3000,0,2,0,2
"男性",0.643097295165062,3000,0,0,0,0
"男性",0.516665986254811,10000,0,3,2,0
"男性",0,10000,0,0,1,1
"女性",1.11763038852252,5000,0,0,0,0
"女性",0.237248232173733,3000,0,1,1,0
"男性",1.06942383934744,3000,0,4,4,4
"女性",0,10000,0,0,3,0
"男性",0.464305689255707,3000,0,0,5,1
"男性",0,10000,0,0,4,0
"男性",0.447403837437741,6000,4217,0,12,0
"男性",1.05555635888595,8000,0,0,3,2
"男性",1.28320369268768,5000,0,0,3,2
"男性",0.849058039761148,5000,0,5,1,5
"男性",1.32046969513874,3000,0,15,7,4
"女性",1.20358428945765,1000,0,0,7,2
"女性",1.21098983817268,3000,4503,4,0,2
"男性",0.536892227344215,5000,0,2,1,2
"女性",0.755624504354782,4000,0,0,0,0
"男性",0,10000,0,0,1,0
"男性",0.307150755287148,3000,0,0,0,0
"女性",0.219358845972456,8000,0,1,1,2
"男性",1.06777559861075,3000,0,0,0,1
"男性",0.709186248900369,8000,0,0,5,5
"男性",0.160451874979772,4999,0,1,1,2
"女性",0.624201956763864,3000,0,2,2,2
"男性",1.4134429641068,3000,0,0,14,0
"男性",1.13761914132629,8000,1846,0,4,0
"男性",2.48286258838605,3000,0,1,1,3
"女性",1.29802637431771,3000,0,18,2,3
"女性",1.08966179009527,6000,0,0,3,2
"男性",0.293999171936885,3000,0,0,1,0
"女性",0.275907463729382,8000,1565,1,1,0
"女性",0.755635691583157,5000,0,0,2,6
"男性",1.01733694974333,3000,0,1,14,2
"男性",0.234671869482845,3000,0,0,0,0
"女性",0,3000,0,0,1,0
"女性",0.469392097382806,3000,0,0,0,0
"男性",0,10000,8682,0,3,0
"女性",1.27569053857587,3000,1210,0,6,0
"男性",1.03524661394302,3000,0,8,0,3
"男性",0.659287100094371,3000,0,0,0,0
"男性",1.28589941193815,3000,0,0,5,0
"女性",0.921665734592825,4000,0,5,6,3
"男性",1.07277064656839,3000,0,4,10,3
"女性",1.11986296332441,5000,0,0,4,1
"男性",1.11354798677377,5000,0,2,12,3
"男性",1.28563968623057,1600,3275,0,9,0
"男性",0,10000,0,1,6,2
"女性",1.22078639332671,3000,0,2,0,2
"女性",0.945914435172454,3000,0,0,0,0
"男性",0,2000,0,2,1,0
"男性",0,8000,0,0,6,0
"男性",0.470623807478696,5000,5586,0,1,2
"男性",0.528506272998639,3000,1295,2,8,2
"男性",1.21556057399604,3000,0,2,0,2
"女性",0.502147290096618,5000,1485,1,2,0
"男性",0,4000,0,0,0,0
