district,bedrooms,halls,area,floor,subway,school,price
东城,1,2,91.77507427,high,1,1,9.535032779
丰台,3,1,120.7076974,low,1,0,3.329196
丰台,2,2,118.38509,middle,1,0,6.63864824
朝阳,2,2,122.8352454,high,1,0,8.233771514
海淀,2,2,93.03411345,high,1,0,7.920510552
西城,2,1,60.56578064,middle,1,0,6.239285374
海淀,2,1,116.5185871,low,1,0,6.537925396
海淀,3,2,224.1254394,middle,1,0,5.719479671
西城,2,1,71.651703,middle,1,0,11.26294509
西城,1,1,90.89693278,low,1,1,5.043041719
丰台,2,1,62.90690622,middle,0,0,4.962395485
西城,2,1,53.48385324,low,1,1,11.25648241
石景山,2,2,121.17118,middle,0,0,4.702177613
朝阳,3,1,126.5975308,middle,1,1,5.173190203
朝阳,2,1,101.6914425,middle,1,0,4.770583416
西城,1,1,52.5735224,low,1,1,10.2151221
西城,3,0,88.17044038,middle,1,1,9.806534802
西城,3,1,71.46469631,middle,0,1,11.56936706
东城,2,2,117.1995275,middle,0,0,4.450218409
石景山,2,1,86.18783024,middle,0,0,4.239236908
石景山,2,1,92.64562831,high,0,0,4.231333527
石景山,1,0,53.89712282,high,1,0,4.042149418
丰台,2,2,100.8404092,middle,1,0,5.503005885
石景山,3,1,107.1793355,low,0,0,3.359008958
海淀,1,1,73.29322415,middle,0,0,7.537056577
石景山,2,1,94.01187575,high,1,0,3.86622173
海淀,3,1,79.52327137,high,1,0,8.060165419
海淀,3,2,143.7130121,middle,1,1,7.795683805
西城,2,1,63.31682541,middle,1,0,7.480222604
丰台,3,1,123.3838548,high,1,0,3.867753102
东城,2,1,84.12943308,middle,1,1,8.60451053
海淀,2,1,78.16410008,middle,1,1,8.667859987
海淀,3,3,160.8404879,low,0,1,6.34442306
朝阳,3,2,173.880352,middle,1,0,5.379478428
海淀,2,1,92.78066807,low,1,1,8.24539007
海淀,2,2,102.2988227,middle,0,0,4.869981481
石景山,3,1,78.40419204,high,1,0,4.129689156
东城,2,1,149.9512515,middle,1,0,5.016225918
朝阳,3,2,134.5136654,high,1,0,6.955620666
石景山,2,1,103.8396987,middle,0,0,5.211720757
朝阳,1,1,88.73590498,low,1,1,6.384193148
西城,1,1,116.2780011,high,0,1,7.673927952
丰台,3,2,133.2293231,low,1,0,6.687648343
西城,1,1,43.84512747,middle,1,1,12.18812495
西城,2,1,48.30525138,high,1,1,8.879860869
石景山,3,2,221.9224694,high,0,0,5.727179666
东城,2,1,56.52925945,high,1,1,7.864137448
朝阳,1,1,74.07793306,low,1,0,7.371127096
朝阳,1,0,60.42405419,high,1,1,5.925412565
东城,3,2,149.1666006,middle,1,0,5.161246396
海淀,2,2,108.9255077,low,0,1,6.627554194
石景山,2,2,94.76872498,low,1,0,4.730066796
东城,2,1,75.19842866,low,1,1,7.335227794
东城,2,1,63.00366094,low,1,1,7.84657883
石景山,3,2,143.1145766,middle,1,0,5.971118452
石景山,2,1,64.17427785,middle,0,0,3.574548587
朝阳,3,2,136.8925486,high,1,0,3.844355798
东城,1,0,51.44905624,low,1,0,6.128948361
东城,2,1,63.91167864,high,0,0,4.169296209
海淀,3,1,65.26246943,low,1,0,8.347665845
东城,4,1,118.2152737,high,1,0,7.060075199
丰台,1,1,47.15979643,middle,1,0,4.343017843
石景山,2,1,90.11659964,low,1,0,3.759618382
东城,2,1,92.02927236,middle,1,0,6.048537596
丰台,2,1,59.69217578,low,0,0,5.018612995
海淀,1,1,45.4729755,high,1,0,5.314791186
海淀,2,1,55.40774372,middle,1,1,8.162842474
西城,2,1,56.01398266,middle,1,1,11.36902597
石景山,1,1,38.67840348,high,1,0,3.779656528
东城,3,2,156.87969,middle,1,0,7.618426727
石景山,2,1,58.72529788,middle,1,0,4.332875923
西城,1,1,48.9485524,middle,1,1,11.30621373
石景山,1,1,67.38209998,high,0,0,4.773327795
石景山,2,1,53.14866209,middle,1,0,4.18495656
朝阳,1,1,48.15139882,low,1,0,5.291783384
西城,3,2,149.7918299,low,1,1,11.75419964
海淀,1,0,43.12791236,middle,1,0,5.63199974
东城,2,1,79.79122613,high,1,1,9.893169144
海淀,2,1,61.26648621,middle,1,1,7.943247887
海淀,3,2,154.2213491,low,1,1,7.750273284
东城,2,1,71.16608856,low,1,1,8.235981284
石景山,2,1,44.67466431,middle,1,0,4.410226549
海淀,3,2,139.5556292,high,1,1,4.947309788
丰台,2,2,98.91762643,high,0,0,3.585024873
西城,2,1,64.78664896,low,1,0,6.354413279
东城,3,1,128.8873689,middle,0,0,5.345612433
东城,2,1,57.43431378,high,1,1,8.350745148
海淀,1,1,79.11720043,low,1,0,5.973348353
西城,2,2,86.8354871,high,0,1,6.154769173
石景山,2,1,80.91793535,high,1,0,4.004869225
丰台,2,1,91.52909495,low,1,0,5.074494915
海淀,2,1,61.46906425,low,1,1,8.515556441
西城,2,1,59.56240999,middle,1,1,10.67639498
丰台,2,1,58.89533534,middle,1,0,5.300057162
西城,2,1,59.3273915,low,1,0,6.628027654
海淀,5,2,238.3265916,high,1,1,9.385900084
石景山,3,1,62.33764185,middle,1,0,4.009683136
海淀,2,1,63.73573048,high,1,1,8.649723702
丰台,2,2,93.96778454,middle,1,1,7.229561371
西城,2,1,59.42715879,low,0,1,10.25641333
东城,2,1,88.67780304,high,1,0,8.522772324
丰台,3,2,171.0897715,middle,0,0,5.724399065
朝阳,3,2,119.1694989,high,1,0,8.522551257
海淀,2,0,55.45966323,low,1,0,7.864608758
石景山,1,1,41.80459329,middle,0,0,3.697025179
海淀,2,1,47.9962857,middle,1,1,8.07533323
西城,2,1,60.09068304,high,1,1,8.036631099
海淀,1,1,45.98269853,low,1,1,8.988261241
朝阳,2,1,84.33124324,high,1,0,4.933341591
丰台,2,2,104.9884436,high,1,0,4.291898159
海淀,2,2,95.38585695,high,1,0,5.344239572
西城,2,1,56.67076394,low,1,1,9.906399151
海淀,2,1,85.26517857,high,1,1,10.34956363
丰台,2,2,82.31838893,middle,1,0,5.835809058
石景山,2,1,57.50816442,high,1,0,4.135705032
东城,1,1,65.2710758,low,1,1,8.731920259
丰台,3,1,79.37991105,high,0,0,3.331783547
海淀,2,1,67.69398533,low,1,1,8.067065162
海淀,2,1,92.5991679,low,1,0,6.330738444
东城,1,1,39.13100562,high,1,0,10.15868348
东城,1,0,68.22248071,low,1,0,6.902508129
丰台,2,1,104.9424611,high,0,0,3.841026726
朝阳,2,2,123.8242446,middle,0,0,3.696846357
丰台,2,2,101.9100375,high,1,0,4.62380568
西城,3,2,108.3247292,middle,1,0,8.097831867
丰台,3,2,139.0863564,high,1,0,5.175783675
石景山,2,1,63.79985864,high,1,0,3.225824103
海淀,2,1,94.19413161,high,1,0,5.092143514
丰台,2,1,71.14791786,high,1,0,6.115568645
朝阳,2,1,79.58721808,middle,1,0,6.888736029
石景山,2,1,59.95271449,middle,1,0,4.044023682
丰台,4,2,143.8625323,middle,1,0,5.143568847
海淀,3,2,181.5990425,middle,1,0,9.192306284
东城,2,1,84.57591448,high,1,1,8.599285668
西城,2,2,181.2059559,low,1,0,7.439438165
朝阳,2,2,117.1513116,low,1,0,5.724709611
东城,1,0,47.68760474,low,1,1,7.866589914
东城,1,1,58.16760702,middle,1,1,7.429151741
东城,2,1,60.73096691,high,1,0,9.047190807
丰台,3,2,125.66586,middle,0,0,4.420066116
丰台,2,2,124.4972263,high,1,0,5.203400494
东城,2,1,60.56367783,high,1,0,8.461785329
石景山,2,1,101.3663638,middle,0,0,3.597536614
石景山,2,2,53.94158462,low,0,0,4.031317098
西城,3,1,89.23388587,middle,1,1,8.034126527
西城,2,1,53.76117285,middle,1,1,12.89162655
朝阳,3,2,150.2320057,low,1,0,4.557100622
丰台,1,1,39.44112885,middle,1,0,5.291414906
石景山,1,1,60.86718659,low,1,0,4.795845672
西城,3,2,201.4816976,middle,1,0,8.102009869
朝阳,2,1,61.3289271,high,1,0,7.019030282
朝阳,3,2,128.9803877,middle,1,1,5.766437065
西城,3,1,91.95055453,middle,0,1,8.179208964
石景山,2,1,75.92261362,low,1,0,4.302468245
石景山,2,1,63.40134545,high,0,0,4.026241841
东城,3,1,80.49948433,high,1,0,10.08352242
西城,3,1,77.08058258,high,1,1,8.917838289
海淀,3,2,132.2017851,low,0,0,7.362007852
海淀,3,1,192.7848963,low,1,1,5.489468571
东城,1,1,62.12127691,middle,1,1,10.64658041
丰台,2,2,152.9938615,low,1,0,4.398956478
丰台,1,1,32.49277371,high,1,0,4.020260629
朝阳,3,2,104.8003096,low,1,0,7.251483061
丰台,2,1,51.36115243,middle,1,0,3.925017659
西城,2,1,53.773872,low,1,1,12.27407423
东城,1,1,70.32924432,low,1,1,9.361122631
石景山,1,1,40.90051982,low,0,0,3.667224979
丰台,3,1,79.34112413,low,0,0,3.720219363
朝阳,2,1,110.2908743,high,1,0,4.386306996
西城,2,1,97.47058916,middle,1,1,10.73409915
海淀,3,2,147.4317546,low,1,0,8.097044078
海淀,2,1,59.03856699,low,1,1,8.639305826
西城,3,2,136.2809486,middle,1,1,10.95124849
海淀,2,1,60.60857375,low,1,1,11.39500669
朝阳,3,2,142.4547547,low,1,0,3.900981471
朝阳,2,1,85.62429551,middle,1,0,8.367373489
朝阳,3,2,157.5698056,middle,1,0,6.176401443
丰台,3,2,104.7566595,middle,1,0,4.727767067
西城,2,1,57.91892938,middle,1,1,7.593923556
丰台,3,2,146.4268538,middle,1,0,4.931986565
石景山,2,2,112.8472973,middle,0,0,6.342957532
海淀,1,1,45.81480425,low,1,1,8.585477483
朝阳,2,2,91.41499943,middle,1,0,4.905323694
石景山,2,0,54.96155733,high,1,0,4.251551637
西城,2,2,97.59248418,low,1,1,9.312329441
石景山,2,1,87.22349406,high,1,0,4.202976207
朝阳,2,2,96.24222451,high,1,0,7.279219191
海淀,2,2,72.50343332,low,1,0,7.732860725
朝阳,2,1,110.3901292,high,1,0,7.348250412
石景山,2,1,56.1388123,high,1,0,4.303665903
石景山,4,2,159.4492529,middle,1,0,7.117970194
东城,2,1,86.63941716,middle,1,0,6.532618918
东城,1,1,38.18616541,low,1,0,5.48676609
西城,2,1,60.80684235,high,1,1,6.875551276
朝阳,2,1,87.18297082,high,1,0,4.866929013
西城,3,1,67.30898592,middle,1,1,8.99729857
石景山,3,1,59.80583197,middle,1,0,4.041844222
西城,1,0,63.06196013,middle,1,0,6.240666987
东城,1,1,116.9468062,low,1,0,4.029922904
朝阳,3,2,154.5563575,middle,1,0,5.120133611
朝阳,2,1,57.24143445,low,1,0,4.858297763
东城,2,1,58.12206074,high,1,0,5.273210969
西城,2,1,64.14735944,high,1,0,8.212969188
西城,2,1,55.35812897,high,1,0,6.648455623
东城,1,1,62.19225323,middle,1,1,7.805475002
海淀,3,1,70.28130941,middle,1,1,9.21136329
海淀,3,1,91.31356937,low,1,1,7.710873333
海淀,1,1,44.34302923,middle,1,1,6.382134956
丰台,2,1,99.69619709,middle,1,0,4.011960238
石景山,2,1,66.81685468,low,0,0,3.390530898
东城,1,0,56.9375248,low,1,0,6.631520485
西城,2,1,96.33605621,middle,1,0,7.60302668
西城,3,1,82.74519284,high,1,1,9.128465615
海淀,3,2,141.4570474,middle,1,0,6.483155489
海淀,2,1,70.27047893,low,1,1,10.75567064
石景山,3,2,107.7145258,high,1,0,3.590377757
东城,3,1,91.64305936,high,1,0,9.293231598
海淀,2,1,82.70267596,low,0,0,5.616923173
海淀,3,2,150.5941351,middle,0,0,6.904267614
海淀,1,1,57.23799192,high,1,0,4.702355988
海淀,3,2,141.2874174,low,1,1,7.503200819
西城,3,1,89.07081204,middle,1,1,6.725874529
石景山,2,1,66.38839014,middle,1,0,3.610429285
朝阳,1,0,54.21420852,high,1,0,6.337530173
东城,1,1,46.16622659,low,1,0,9.825367729
丰台,2,1,58.09505147,middle,1,0,3.957591235
西城,2,1,69.3122993,middle,1,0,9.653516589
东城,3,2,230.0406858,middle,1,0,5.004592278
西城,1,1,44.37502467,middle,0,0,7.795285636
丰台,2,2,91.24239142,low,1,0,5.776686248
朝阳,3,2,129.770731,middle,1,0,4.670815316
石景山,1,1,66.87159357,middle,1,0,4.128608177
海淀,3,2,90.27280223,middle,0,0,5.399765215
朝阳,2,2,88.5967559,high,1,1,9.644566499
丰台,3,2,204.7227709,low,1,0,5.473586778
朝阳,3,1,69.5349454,high,1,0,7.460364998
石景山,3,1,131.9404902,high,0,0,4.689335826
海淀,2,1,60.64161777,low,1,1,7.374524918
石景山,2,1,107.5158579,middle,1,0,3.96371149
丰台,3,2,186.7147878,low,0,0,4.350017707
西城,4,2,221.9951367,low,1,0,5.906751753
东城,2,1,61.48944274,middle,1,1,7.890844889
东城,1,1,74.4616456,low,1,1,8.37548378
丰台,1,1,63.78762446,middle,1,0,4.723994891
石景山,2,1,70.27111187,high,1,0,4.402413613
东城,1,1,41.76814977,middle,1,1,13.26568183
东城,2,1,59.34709268,high,0,0,8.759589968
东城,2,1,68.52823915,high,1,1,6.307346618
东城,1,0,84.65559342,low,1,1,9.326062542
丰台,3,1,100.6013703,high,1,0,4.691187977
海淀,3,2,129.4342715,middle,1,0,5.601957827
东城,1,1,91.42191063,high,1,0,8.160127417
丰台,1,0,37.12562532,middle,1,0,4.551961535
石景山,2,1,55.7098892,high,1,0,4.076067961
石景山,3,1,116.1415488,low,1,0,5.35682579
东城,3,1,172.0717286,low,1,1,4.950031847
海淀,2,2,98.13903942,low,0,0,4.527570409
西城,1,1,43.25360999,low,1,1,8.782079794
西城,2,1,55.67019901,low,0,0,6.935720796
石景山,3,1,57.84278746,high,1,0,3.538344259
西城,1,0,66.81486599,low,1,0,5.968223351
东城,1,1,63.39930169,low,1,1,8.044870216
西城,2,1,53.15333863,high,1,1,9.096828031
丰台,3,2,155.2224197,middle,1,0,5.86880608
丰台,2,1,94.84587229,low,1,0,4.571202078
东城,2,1,59.58632967,high,1,1,9.04151502
东城,1,1,57.22574194,middle,1,0,4.259210666
石景山,1,1,56.55782529,high,1,0,5.958501542
海淀,2,1,90.25168243,high,1,0,6.190805804
东城,2,1,79.51195753,high,1,0,4.534371071
朝阳,3,2,131.6037513,low,1,0,6.077683057
朝阳,2,2,92.82887554,middle,1,0,7.225838587
石景山,2,1,61.19671763,high,0,0,3.130932976
海淀,3,1,74.70499388,middle,1,1,7.729296474
东城,1,0,75.73990034,low,1,0,5.319570616
朝阳,3,2,96.38954913,high,1,0,9.240217934
海淀,1,1,57.32731745,high,1,1,6.538846745
西城,2,1,72.7758865,low,1,1,8.96907838
海淀,2,2,95.02893419,low,1,0,7.070326423
朝阳,3,2,196.2597802,high,1,0,6.190097367
西城,2,1,70.77988833,low,1,1,8.155496709
石景山,2,1,55.66312195,high,1,0,3.577828216
丰台,3,2,169.9552942,low,0,0,5.956239428
西城,1,1,47.40982967,middle,1,0,9.150254933
东城,1,0,103.8969555,low,1,1,7.306519604
丰台,3,2,170.289825,middle,1,0,4.395574955
朝阳,3,2,145.8671182,low,1,0,5.068603056
丰台,2,1,62.22251234,high,1,0,5.15472073
朝阳,2,2,108.9919922,low,1,0,7.3359346
丰台,1,1,44.52654201,high,1,0,5.083995628
海淀,3,1,77.84457359,high,1,0,7.60635279
丰台,3,2,117.7530499,middle,1,0,6.240789932
石景山,3,1,127.7478367,low,1,0,3.228244419
东城,2,1,57.27988993,high,1,0,7.99903215
丰台,1,1,80.61735846,middle,1,0,3.997927822
西城,2,1,64.57393978,high,1,1,8.10583356
丰台,2,1,59.33760249,low,1,0,5.05423607
海淀,2,1,52.89081832,middle,1,1,8.875707067
丰台,2,1,92.1399692,low,0,0,5.462978692
石景山,2,1,37.78576107,high,0,0,5.954190695
西城,3,1,116.7450282,low,1,0,10.47827942
石景山,3,2,147.0033064,low,1,0,7.398958151
朝阳,3,2,219.3558035,low,1,0,7.598768316
海淀,2,2,88.62620396,high,1,1,8.804468311
朝阳,2,2,119.8066729,high,1,0,6.520523712
西城,2,1,83.38210913,low,1,0,9.290973381
朝阳,2,2,126.7209707,middle,1,0,7.13829262
东城,2,1,93.12049758,high,1,0,4.972493097
朝阳,2,2,107.402154,low,1,0,6.571310041
丰台,1,0,56.19450648,middle,0,0,3.530768768
东城,1,1,63.42081413,middle,1,0,3.989358975
西城,4,2,162.0790093,low,1,0,9.415771338
朝阳,2,2,107.5261349,low,1,0,4.93226108
东城,3,1,110.821177,middle,0,0,4.599093019
丰台,2,1,61.60386935,high,0,0,5.162322385
海淀,2,2,122.1093718,middle,0,0,6.267164627
朝阳,1,1,70.13691733,low,1,0,3.734965033
海淀,2,1,63.46972931,high,1,1,8.998823977
石景山,2,0,45.70570024,high,1,0,4.144733159
石景山,2,1,66.40849507,middle,0,0,3.745477601
丰台,2,1,82.24266596,high,1,0,5.337839119
东城,3,0,78.1957992,high,1,0,8.387232742
丰台,1,1,61.9027009,middle,0,0,4.152490748
丰台,1,1,58.42112171,high,1,0,3.675324706
海淀,4,2,252.9883032,high,1,1,9.956020398
石景山,2,2,88.76476028,middle,1,0,7.913447582
西城,1,1,41.73622953,middle,1,1,9.104324688
西城,2,1,124.3778504,middle,1,0,10.10013812
东城,4,2,217.1330493,high,1,0,5.333445091
朝阳,3,1,101.0748393,middle,1,0,4.949735292
丰台,1,1,54.93317786,low,1,0,4.342055942
海淀,2,2,107.3941545,middle,0,1,6.460520494
石景山,2,1,66.05776575,low,1,0,4.205843351
丰台,1,1,38.77747253,middle,0,0,4.140026438
海淀,3,1,100.3174855,middle,0,1,5.375345658
朝阳,2,1,101.6765729,middle,1,0,5.180397334
东城,4,3,181.6626235,high,1,1,7.812232127
西城,3,1,81.7875596,middle,1,1,8.314371147
东城,2,2,119.5331537,middle,1,0,11.00443435
丰台,2,1,87.52428177,high,1,0,3.520850387
西城,3,1,97.34793808,middle,1,0,7.097908763
石景山,2,2,111.6302172,middle,0,0,5.151932897
海淀,3,1,114.4148057,middle,1,0,7.262655828
朝阳,2,1,82.43071937,low,1,0,4.260939547
石景山,2,1,57.14964651,low,1,0,3.87033002
朝阳,2,1,76.70297891,high,1,0,4.942236408
石景山,1,1,42.58745873,middle,0,0,3.987786075
海淀,2,2,106.0053415,low,1,1,8.862338459
海淀,2,1,53.55665412,middle,1,1,7.641004869
海淀,1,1,40.9092226,middle,1,1,11.82533026
东城,3,2,221.4388923,high,1,0,7.928856941
朝阳,2,1,79.16856745,middle,0,0,4.78361198
丰台,1,0,56.29319398,middle,1,0,5.29522671
丰台,1,1,54.62229448,low,1,0,4.706280093
石景山,1,0,114.1469686,low,0,0,6.109292057
海淀,4,2,157.4421299,middle,0,0,4.87346968
西城,2,1,50.94692222,low,1,0,9.825331048
海淀,2,1,62.42587403,high,1,1,7.653855586
东城,1,1,39.85779732,low,1,0,7.166001803
海淀,3,2,123.8996287,high,1,0,3.901013543
海淀,2,1,46.8273655,middle,0,0,6.035303864
朝阳,2,1,103.6798138,high,0,0,4.594112475
东城,2,1,64.42460897,high,1,1,6.675774217
朝阳,2,1,93.6173163,high,1,0,4.870785186
海淀,2,1,62.53690226,middle,1,0,4.269365804
海淀,2,1,49.52941447,middle,1,1,8.56460239
朝阳,4,2,136.0306267,low,1,1,5.460647653
朝阳,2,2,91.20203965,low,1,0,3.897979523
东城,2,2,89.43394964,high,0,0,8.489501295
石景山,2,1,88.45966556,high,1,0,3.983760121
朝阳,3,2,149.7496404,high,1,1,6.82999641
石景山,1,1,53.09335863,low,0,0,4.075455628
西城,1,0,58.98306426,low,1,0,7.733179523
丰台,2,1,61.0166633,middle,1,0,4.555373247
丰台,2,2,94.17156582,low,1,0,5.622262626
石景山,1,0,46.01156971,middle,1,0,5.320791819
西城,2,1,54.27488508,low,1,0,8.066062349
朝阳,3,2,143.841554,high,1,0,5.728780035
东城,1,0,46.61972448,middle,1,0,6.517390705
朝阳,2,2,112.5381248,middle,0,0,4.512294604
海淀,2,1,103.6944047,high,1,1,7.502008178
丰台,2,1,92.02437178,middle,1,0,5.809434587
西城,3,2,163.129537,middle,0,0,4.622288727
朝阳,1,1,64.71562826,middle,1,0,4.802160494
丰台,2,1,54.74112782,low,0,0,5.551669492
丰台,3,1,135.9716847,high,1,0,4.538302128
海淀,2,2,105.8430823,low,1,1,5.926684537
东城,2,1,57.34795041,high,1,1,9.72458281
东城,4,2,234.1154346,low,1,1,6.831508881
石景山,2,1,48.96326719,high,0,0,3.98067675
东城,4,2,179.7271848,middle,1,0,7.591105454
东城,1,0,60.89468421,middle,1,0,4.68148589
海淀,3,0,58.70103257,middle,1,0,6.520164427
东城,3,2,95.76993609,middle,1,1,9.904063133
海淀,2,1,55.46696,high,1,1,8.684184938
石景山,2,2,92.18204318,low,1,0,4.03347224
西城,1,0,42.12523547,low,1,1,11.90250932
丰台,2,2,91.37135955,high,1,0,5.973821812
朝阳,1,1,66.36378659,middle,1,0,5.668926201
海淀,2,1,84.29738119,low,1,0,5.838173719
西城,1,1,52.31243207,middle,1,1,10.06609103
西城,2,1,58.43299699,middle,1,1,9.975171111
东城,2,1,52.49734562,middle,1,0,8.760015783
东城,4,2,266.0356809,middle,1,1,7.41860034
西城,1,0,58.45843371,middle,1,0,7.598515617
东城,2,2,90.20261554,middle,1,0,7.374448873
海淀,1,1,52.21254505,middle,0,0,6.550221121
东城,4,2,192.1041211,middle,1,1,7.059808078
西城,3,1,95.27685372,low,1,1,9.315741546
朝阳,2,2,97.93127441,middle,1,0,6.933335553
丰台,2,2,76.79617324,middle,1,0,5.547883792
朝阳,3,2,106.2799599,middle,1,0,5.598706591
西城,2,1,59.04414741,middle,1,1,10.01531244
东城,3,1,81.10861124,high,1,1,7.267215664
海淀,2,2,100.3766209,middle,1,0,5.518504873
东城,2,1,79.43192585,middle,1,1,6.857081563
丰台,1,1,63.28446441,low,1,0,4.654305537
海淀,3,2,132.8966086,high,1,0,8.479573918
东城,3,2,133.1527847,high,1,0,9.313846797
朝阳,3,2,159.2051179,high,1,0,5.059394786
石景山,2,1,84.96870582,middle,1,0,4.418913843
海淀,3,1,83.84297089,low,0,0,5.600012729
东城,3,2,150.5406808,high,1,1,6.708662366
朝阳,2,1,85.4386195,low,1,0,4.980719216
海淀,1,1,48.16406642,middle,1,1,6.921327824
丰台,3,1,79.8647761,high,1,0,4.6986763
朝阳,3,2,155.9251679,high,1,0,6.104958564
丰台,2,2,88.73104739,low,0,0,5.779896955
东城,3,2,114.8508494,high,1,0,7.279474756
朝阳,2,2,91.20117107,low,1,0,6.948414692
丰台,2,1,93.33377321,low,0,0,3.70620187
丰台,3,1,82.50407457,middle,1,0,5.531231992
东城,1,0,74.378766,high,1,0,5.274140985
朝阳,3,2,151.3789092,high,1,0,7.218129165
东城,2,2,102.488053,middle,1,1,8.100538854
丰台,2,1,59.98195289,middle,1,0,3.37844013
东城,1,1,44.56017001,middle,1,1,9.295988728
海淀,2,1,60.17747095,high,1,0,6.594817456
丰台,2,1,60.05089692,high,0,0,4.14221991
海淀,1,1,76.15504208,low,1,1,5.565124061
朝阳,3,2,89.90142968,high,1,0,5.859537466
朝阳,3,1,94.74535989,low,1,1,6.843106063
石景山,2,1,56.42329554,middle,1,0,4.483976929
丰台,1,1,55.15892734,middle,0,0,3.304154738
石景山,2,1,57.39926672,middle,1,0,4.412577524
东城,1,1,37.34212815,high,1,1,10.94725561
丰台,3,1,131.0961317,high,1,0,6.184702876
西城,4,2,246.5519601,high,1,1,11.92477229
石景山,2,1,57.60578989,middle,1,0,4.897833073
海淀,3,2,172.1593286,low,0,0,8.333842146
海淀,2,1,99.54420128,low,1,0,4.658088908
丰台,3,1,58.27988074,middle,1,0,5.36915403
西城,1,1,43.88490203,high,1,1,11.383828
朝阳,2,2,98.30165462,high,1,0,5.613411329
丰台,2,1,82.00161266,middle,1,0,4.596506653
海淀,2,1,75.17543038,middle,1,1,5.984114643
海淀,2,1,56.01371488,high,1,0,7.489910666
东城,1,1,89.81453376,high,1,0,4.78040561
东城,1,1,140.0517517,high,1,0,7.851902153
石景山,2,1,50.80165803,middle,0,0,6.670670802
西城,2,1,56.08037056,low,1,1,7.721386442
丰台,4,2,109.8510847,high,0,0,2.996704191
东城,2,1,68.46871153,middle,1,1,7.472460908
朝阳,2,1,124.0334271,high,1,0,5.930384607
丰台,1,1,55.95934762,middle,1,0,3.578790446
东城,4,2,206.4078829,low,0,0,4.656912809
西城,2,1,53.36669522,high,1,1,7.9083158
石景山,3,1,116.4644978,high,1,0,5.48506149
东城,1,1,63.10574664,low,1,0,3.24795988
丰台,2,1,103.8014398,middle,0,0,4.685604562
西城,1,1,58.50335659,low,1,1,10.49144365
丰台,3,2,184.9996076,high,1,0,4.242903706
丰台,3,1,100.912951,middle,0,0,4.206876378
朝阳,2,1,90.96819727,middle,1,0,5.276238898
海淀,1,1,43.06674862,low,1,0,8.009752565
海淀,2,1,94.45938531,high,0,0,6.815044666
丰台,4,2,165.7580093,high,1,0,3.461330269
丰台,3,2,111.8786547,middle,0,0,3.943456877
丰台,2,2,100.1755585,high,1,0,5.115442445
石景山,2,2,106.6973209,high,1,0,5.687405131
朝阳,2,2,111.0551658,high,1,0,7.376012201
东城,2,1,70.78526545,middle,1,0,7.613751761
西城,2,1,61.00835151,middle,1,1,7.380662606
西城,2,1,139.4706963,low,1,0,4.670080635
丰台,2,1,92.51600334,low,1,0,4.64498577
海淀,3,2,152.058798,middle,1,0,9.058456738
海淀,3,2,126.0306725,high,0,1,5.683780348
海淀,2,1,52.86894284,low,1,1,11.87606968
石景山,2,1,91.66405895,middle,1,0,3.691637998
丰台,4,2,154.9462298,middle,1,0,6.043428692
海淀,2,1,60.65743076,high,1,1,9.218570253
朝阳,3,2,218.8818785,middle,1,0,5.79839855
丰台,3,2,148.7817722,middle,1,0,6.446777715
丰台,2,1,78.78022335,middle,1,0,5.570180258
石景山,2,1,56.95191719,middle,1,0,4.408009463
朝阳,2,2,154.809778,middle,1,0,6.626941191
海淀,2,1,64.59831778,high,1,1,7.404168771
朝阳,2,1,84.24465996,high,1,0,5.010129447
丰台,2,1,74.96593312,high,0,0,4.244168983
西城,1,1,52.07752521,middle,1,0,10.62732579
丰台,3,2,122.4548891,high,1,0,4.314345344
丰台,3,1,83.15162333,high,1,0,5.138370182
朝阳,3,2,191.0429602,high,1,0,8.839398622
东城,3,1,98.66121816,high,1,1,6.712632621
石景山,2,1,63.22519681,low,1,0,4.989938915
西城,2,1,51.90405597,high,1,1,7.990976861
丰台,3,2,121.2795807,middle,1,0,4.301583148
丰台,1,0,35.35021834,middle,1,0,4.602591395
丰台,3,2,126.5144004,low,1,0,5.551591343
丰台,2,1,57.04732412,high,1,0,4.05339679
丰台,3,1,110.568682,middle,1,0,4.918400541
海淀,3,1,84.54150702,middle,1,1,8.254050377
朝阳,3,2,194.4876335,low,1,0,7.693284105
东城,2,1,81.2738735,middle,1,1,7.525025735
丰台,2,2,97.10006291,high,0,0,5.196209747
西城,1,1,42.4753319,high,1,1,11.48989352
丰台,3,1,106.4912805,low,1,0,4.294520815
东城,1,1,48.36947771,low,1,1,8.0887605
丰台,3,2,125.8579539,high,1,0,4.988287804
朝阳,2,1,65.69535761,middle,1,0,4.508348897
朝阳,1,1,50.04041866,high,1,1,4.229788924
丰台,1,1,59.58840122,middle,1,0,4.888216839
丰台,2,1,89.83589287,middle,0,0,2.706008629
东城,1,1,33.54550617,middle,1,0,11.99744775
石景山,1,1,89.89364993,low,1,0,3.42013641
东城,1,1,57.01546466,low,1,1,7.538911337
丰台,2,2,72.65757295,high,1,0,3.884667416
朝阳,2,1,91.84040101,low,0,0,5.118774049
海淀,2,1,106.2673481,low,1,1,6.146489869
朝阳,1,1,58.7365265,high,1,0,3.989688816
朝阳,2,1,57.87952093,high,1,1,5.472891479
海淀,2,1,106.6044714,high,1,1,6.215191248
朝阳,2,1,97.60152586,high,1,0,7.658626806
西城,1,1,46.38875704,high,1,0,8.207228797
