district,bedrooms,halls,area,floor,subway,school,price
东城,2,1,81.37691966,middle,1,0,7.214403688
朝阳,4,2,186.7046216,middle,1,1,5.459252441
东城,2,1,84.08642273,middle,1,1,8.511195532
海淀,1,1,62.42992785,low,1,0,6.587126029
东城,3,0,64.63174574,low,1,1,9.454603928
西城,2,1,66.68860792,high,1,1,8.344807272
西城,2,1,56.5726236,low,0,1,12.19035328
丰台,3,2,154.5742705,low,1,0,5.068229923
丰台,2,1,58.45106356,low,0,0,4.487246347
海淀,2,1,56.36861103,middle,1,1,7.286523117
丰台,1,1,49.99775052,low,1,0,4.679476087
石景山,3,1,79.39908029,middle,1,0,4.480950228
海淀,3,1,126.2389026,middle,0,0,5.446212463
石景山,3,1,77.46534071,middle,0,0,2.966766127
东城,1,1,56.3046534,middle,1,1,7.96071373
西城,3,2,103.3396801,low,1,0,8.711901883
丰台,2,1,81.12407508,middle,1,0,5.229569584
丰台,2,1,86.57654455,middle,1,0,4.286291895
石景山,1,1,67.99236078,middle,0,0,3.7290148
朝阳,2,1,69.64850929,middle,1,0,5.620321757
朝阳,3,1,82.01786954,high,0,0,3.078536327
丰台,2,1,79.56855864,middle,1,0,5.36742054
丰台,3,1,118.315337,high,1,0,3.925753288
朝阳,1,0,48.48728108,high,1,0,4.938481391
东城,5,2,286.3159121,high,1,1,6.282098683
东城,2,1,78.08702775,high,1,1,7.090319372
朝阳,3,2,171.9030909,high,1,0,9.112157782
西城,2,1,105.746579,middle,1,0,7.272688921
西城,1,1,38.81821368,low,1,0,9.074058481
朝阳,1,1,70.74950186,middle,1,0,4.685202723
西城,2,2,107.1854615,middle,0,0,7.264704584
朝阳,1,1,67.71084625,low,1,0,5.182011808
东城,2,1,93.75107451,high,1,0,7.324557957
丰台,2,1,114.8668082,high,0,0,3.997965502
朝阳,3,2,165.2758082,middle,0,0,4.333884593
东城,2,1,49.99888516,high,1,0,8.268710119
西城,1,1,55.98031216,middle,1,0,8.033235736
朝阳,3,2,128.2842305,middle,1,0,4.796880426
丰台,2,1,70.23667831,middle,1,0,3.824349522
东城,2,1,70.97919243,high,0,0,5.775887708
西城,2,1,68.94496538,low,1,0,8.582439553
石景山,1,1,49.49297088,high,0,0,4.263129148
海淀,1,1,48.10686532,high,1,1,7.055577137
东城,2,1,66.44752373,middle,1,0,7.133980641
海淀,2,1,58.93850472,middle,1,0,7.138083518
丰台,3,1,115.4165393,middle,1,0,4.082526687
东城,1,1,56.12167449,high,1,1,10.01910603
朝阳,2,1,77.96578266,high,1,0,6.847447337
朝阳,3,2,162.9568391,middle,1,0,4.373768944
石景山,2,2,89.15449095,low,0,0,5.513242304
西城,2,1,95.23507429,middle,1,0,7.461703695
朝阳,3,2,110.2626857,middle,1,0,5.869562229
海淀,2,2,93.72103623,low,0,0,5.879272298
西城,2,1,75.65645143,middle,1,1,11.87832961
西城,2,1,64.79070013,middle,1,0,10.26233329
丰台,2,1,52.43859865,high,1,0,6.171511299
石景山,1,1,69.01587211,middle,1,0,5.043712329
东城,2,1,76.15461517,low,1,1,8.285236475
西城,1,1,59.08090443,high,1,0,8.515278346
石景山,1,1,42.98343391,high,1,0,5.591377854
石景山,3,2,138.1693809,middle,1,0,6.214851394
东城,1,0,61.07533416,middle,1,0,6.106170472
西城,2,1,56.82865435,middle,1,1,11.54795939
海淀,2,1,64.20539478,low,1,0,7.535328861
朝阳,2,1,82.35493534,low,1,0,5.867004923
东城,3,2,132.9018361,low,1,1,7.498047211
海淀,2,1,54.83196397,high,1,1,7.053647072
西城,2,1,56.24430714,middle,1,1,8.908120373
丰台,4,2,196.5856001,low,1,0,4.276470354
东城,3,1,90.3127911,middle,1,1,9.055703131
西城,2,1,58.18370914,middle,1,1,11.39030492
海淀,2,1,92.79885705,high,0,0,6.727835015
丰台,1,0,57.03994631,middle,1,0,3.920679117
西城,2,1,57.3842287,high,1,1,9.379814148
海淀,3,2,142.7298237,high,1,0,5.763314464
朝阳,2,2,110.4397487,low,0,0,4.511449599
石景山,2,1,59.80870736,low,0,0,3.927400132
丰台,2,1,105.0983742,high,1,0,5.729050818
东城,1,1,51.25497288,middle,1,1,7.268539381
东城,1,0,36.94190467,high,1,0,7.397969215
朝阳,2,1,57.665108,low,1,0,4.46818755
海淀,3,1,72.70996989,middle,1,1,7.943604859
丰台,3,1,66.66983067,high,0,0,4.915791859
丰台,3,1,89.75778257,middle,1,0,4.60835086
东城,2,2,85.92927929,high,0,0,5.61424028
丰台,3,1,92.05902377,low,1,0,5.031625666
丰台,2,1,103.2506681,high,1,0,3.910174523
东城,2,1,92.08893441,low,1,0,3.649142159
海淀,3,1,77.79425988,middle,1,1,11.37099649
丰台,2,1,84.15616754,middle,1,0,7.044912986
东城,1,1,56.60260703,high,1,0,6.827290511
东城,2,1,86.54815779,low,1,1,10.57435551
西城,2,1,55.09345037,high,1,1,10.2283386
海淀,2,1,52.06631509,middle,1,1,8.0002809
海淀,4,2,248.8656312,middle,1,0,3.553938417
丰台,2,1,89.14288375,low,1,0,4.426993948
海淀,1,1,48.045735,high,0,0,6.427403147
丰台,2,1,66.26906142,high,1,0,3.618217903
朝阳,3,2,180.1604854,high,1,0,5.017524245
东城,3,1,152.7318815,low,1,1,7.306140892
海淀,4,2,141.6112002,high,1,1,11.0425465
东城,1,1,64.79852089,middle,1,0,7.314101155
石景山,2,1,58.44483818,high,1,0,3.404821081
海淀,1,1,62.18957206,high,1,1,8.607087631
西城,4,2,162.3502166,high,1,1,8.94289843
丰台,2,1,70.38933664,middle,1,0,4.681358835
石景山,1,1,54.41404155,low,1,0,3.727264734
西城,2,1,97.08554885,low,1,0,6.128084055
石景山,2,1,72.45012312,middle,1,0,4.010458709
朝阳,2,2,99.15180046,low,1,0,7.961331328
西城,1,1,39.13617848,middle,1,1,7.217910167
丰台,3,1,119.3090066,middle,1,0,4.686292079
石景山,2,1,85.12895871,middle,1,0,4.1643471
朝阳,2,1,89.6971354,middle,0,1,6.798194494
朝阳,1,1,65.76599932,high,1,0,5.149080242
海淀,3,2,141.9453117,high,0,0,7.185718197
朝阳,2,1,79.70097069,high,1,1,5.778461724
朝阳,2,2,115.3077086,high,1,1,8.210037214
东城,3,2,176.4119664,middle,1,1,5.004812099
海淀,1,1,47.94286028,middle,1,0,7.405099645
东城,2,1,133.9487631,middle,1,0,6.130556907
海淀,3,2,139.7574893,high,0,0,6.792652281
海淀,2,1,115.1081075,high,1,0,6.394977213
石景山,2,1,56.07881184,middle,0,0,3.75500045
西城,2,2,153.8560294,high,1,1,15.37020525
西城,1,1,40.70577817,low,1,0,10.80818515
西城,2,1,74.00318531,high,1,1,8.900991978
西城,2,1,57.6001113,middle,1,0,6.706973672
朝阳,3,1,149.5577092,high,1,0,4.565583583
丰台,1,1,73.16495214,middle,1,0,5.07653528
石景山,1,1,62.30182627,middle,1,0,5.261921321
丰台,2,1,99.90266777,low,0,0,4.36800331
西城,1,0,60.9649718,high,1,0,7.018718564
丰台,2,1,62.99906929,middle,1,0,4.936931467
朝阳,2,1,61.86360904,middle,1,0,6.323217876
西城,1,1,35.30172643,high,1,0,8.570225569
丰台,3,2,115.3250115,high,1,0,3.809362205
海淀,2,1,101.7944892,high,0,1,4.934804703
丰台,1,1,59.86368106,low,1,0,3.48103506
朝阳,3,2,139.4708735,middle,1,0,5.237040154
朝阳,3,2,152.3672263,high,1,1,5.481371128
丰台,2,1,69.58255001,high,1,0,5.277174678
海淀,2,1,57.52788357,low,0,0,5.89932803
朝阳,2,1,71.58340622,high,1,1,6.177565269
海淀,3,1,84.13256849,high,1,1,8.211766983
丰台,2,1,54.4286651,high,1,0,3.943087475
朝阳,1,1,59.70870702,low,0,0,4.337303442
丰台,2,2,105.3138613,low,1,0,4.534064418
丰台,3,2,130.4945806,high,0,0,3.173519621
丰台,1,0,43.54712886,low,1,0,4.802917565
丰台,3,1,143.0438615,middle,1,0,5.023643984
海淀,2,1,92.10124028,low,0,0,6.065169681
西城,3,1,72.07384102,middle,1,1,7.582530585
海淀,2,1,50.92954685,low,1,1,10.63650002
西城,3,1,108.0301969,low,1,0,7.60078871
丰台,1,1,56.51849587,low,1,0,4.605347688
海淀,3,1,75.8836912,middle,1,1,11.33445226
西城,3,1,67.02230843,high,1,0,6.390911349
朝阳,5,3,200.8259487,middle,1,1,5.579753288
东城,2,1,57.37357498,middle,1,0,6.150977571
海淀,3,1,91.05558377,middle,1,0,5.409471211
海淀,2,1,55.25327236,low,1,0,7.280135301
丰台,3,2,149.9894534,middle,1,0,6.582141095
朝阳,4,2,269.1713564,high,1,0,6.823595309
西城,1,1,65.67693619,low,1,1,14.37211127
东城,2,1,100.2177963,middle,1,0,7.972486086
西城,2,1,59.92500652,low,1,1,9.285043598
海淀,2,1,58.14141108,low,1,1,10.2779578
西城,2,3,139.8243243,low,1,0,8.163778273
丰台,2,1,59.99411513,high,1,0,5.578547508
海淀,2,1,85.0885542,high,0,0,6.637782714
西城,1,1,29.96890339,high,1,0,11.44939421
海淀,2,1,58.42094573,high,1,1,6.436551413
朝阳,2,1,96.1639452,low,1,0,4.363419574
丰台,2,2,92.59073764,high,0,0,4.509439317
丰台,2,2,115.4530586,high,0,0,3.421904804
石景山,2,1,72.57987941,high,1,0,4.555308168
石景山,2,1,68.08211888,middle,1,0,3.661110735
丰台,2,1,109.5419233,middle,1,0,3.883887331
东城,4,2,259.2168634,low,1,0,7.956854022
丰台,1,1,50.38465317,high,1,0,4.923065636
石景山,2,1,50.90183978,low,1,0,4.042024538
东城,1,0,48.90113684,low,1,0,2.453294678
丰台,2,1,57.0315158,low,1,0,4.787409946
朝阳,2,1,67.16042916,high,1,1,4.885908331
西城,1,1,54.67155723,high,0,1,11.97728568
朝阳,3,2,190.3278874,low,1,0,7.134440229
丰台,2,1,94.22626222,low,1,0,4.77866446
朝阳,2,1,90.26404142,middle,1,0,4.729102217
海淀,2,1,61.51732505,middle,1,0,7.17255315
海淀,2,1,114.5755818,high,1,0,7.743224524
西城,2,1,86.93880489,low,1,0,8.376948429
石景山,2,1,97.58517331,high,1,0,5.788186058
东城,2,1,55.80989226,high,1,0,8.655775353
西城,3,1,79.89521731,middle,0,1,7.69460338
海淀,3,1,115.2603435,middle,1,1,8.256452401
东城,2,1,65.83900942,low,1,1,7.780413277
海淀,2,1,57.27029759,middle,1,1,8.898881347
朝阳,4,2,224.6260848,low,1,0,7.231901713
海淀,3,1,71.25934965,high,1,1,7.470768872
西城,3,1,163.584745,middle,1,0,13.87865544
东城,3,2,192.2498744,middle,1,0,4.451339419
丰台,2,1,91.65719772,low,1,0,5.441429731
海淀,2,1,49.44462414,low,1,1,9.364365781
海淀,4,2,211.6260475,low,1,0,9.931539525
丰台,3,2,153.198845,high,1,0,4.424447633
丰台,3,2,208.4807858,low,1,0,6.439457937
丰台,2,1,91.23404351,middle,1,0,4.75386329
西城,2,1,59.75592479,high,1,1,10.38203064
西城,2,1,60.72449102,middle,1,1,11.19212316
丰台,3,2,121.9360457,high,1,0,5.56909695
石景山,2,1,65.38306174,high,0,0,2.78963436
朝阳,2,2,94.51313761,low,0,0,8.577904345
东城,2,1,110.5952372,middle,1,0,6.399282303
海淀,2,1,64.24484159,high,1,1,6.854859436
丰台,2,1,93.09280559,high,0,0,4.497792403
西城,3,2,250.6218841,low,0,0,7.426003029
丰台,3,1,69.156765,high,1,0,4.148179438
丰台,3,1,73.51520788,high,1,0,4.671677162
石景山,2,1,70.59393848,high,1,0,3.863655455
西城,3,1,77.6861177,middle,1,1,10.53649914
东城,1,1,52.80360827,low,1,1,9.243148653
丰台,2,1,75.95119061,high,1,1,5.778045448
朝阳,3,2,131.5284864,low,1,1,6.267066052
石景山,2,1,59.46706488,high,1,0,5.074485936
丰台,2,2,70.62512357,high,1,0,3.432696511
海淀,3,1,95.53667816,high,1,0,7.597870019
西城,1,1,49.34979388,high,1,1,10.52988106
西城,2,1,39.53653359,low,1,0,11.83975273
东城,3,2,193.8296917,high,1,1,6.716024612
东城,1,2,61.06968812,middle,1,0,8.131569806
西城,3,1,132.0362675,low,0,0,6.38882826
东城,1,1,51.82716276,high,1,1,10.15996682
海淀,2,1,45.05073677,middle,1,1,13.57160768
西城,3,1,121.4152293,middle,1,1,8.375387086
西城,3,2,117.327333,middle,1,1,6.435454309
西城,1,1,63.97343008,high,0,0,6.820961583
朝阳,2,2,90.24279755,middle,0,1,7.178054717
海淀,2,2,111.1514776,low,1,0,9.655717353
海淀,2,1,83.51090603,low,1,1,8.001650177
朝阳,2,2,110.5109408,middle,1,0,6.358463293
西城,3,1,139.6443937,low,1,0,10.23134455
海淀,1,1,46.22145605,low,1,0,6.969907795
西城,2,1,64.41894373,middle,1,0,6.652644239
海淀,1,1,39.58874269,high,0,1,6.603189108
海淀,4,1,118.0244186,middle,1,1,7.111960374
丰台,3,2,121.5577917,high,1,0,5.077918856
石景山,3,1,87.4892538,middle,1,0,4.77215571
石景山,2,2,102.2087201,low,0,0,3.602574314
海淀,2,1,67.92248587,high,1,1,9.412431044
朝阳,2,1,79.00187856,high,1,0,4.603182261
西城,2,1,59.0669399,low,1,1,9.551923776
丰台,1,1,47.42352756,high,1,0,5.694778222
海淀,3,1,66.34476245,high,1,0,7.09473087
海淀,4,1,230.1244459,middle,1,0,6.038090189
石景山,3,1,82.85957874,middle,1,0,4.948155601
西城,2,1,57.94931696,low,1,1,14.39131636
西城,1,1,48.03745184,middle,0,0,7.864156715
东城,2,1,52.63060911,middle,1,0,7.161502476
海淀,3,1,95.4462736,high,1,1,7.600909125
石景山,2,1,45.33803287,low,1,0,5.149691068
海淀,2,1,149.8478466,low,1,0,4.381461118
东城,2,1,65.69103152,low,1,1,11.74245223
朝阳,2,1,65.2041195,middle,1,0,4.572376245
丰台,3,2,124.8396934,high,1,0,6.103311469
西城,2,1,82.62645044,high,1,1,10.07335235
西城,2,1,66.94767433,low,1,0,7.596989209
东城,2,1,47.24342652,high,1,0,9.863721183
石景山,3,1,71.8672695,high,0,0,3.887765992
石景山,2,2,63.61002116,middle,0,0,4.774045145
西城,2,1,100.9997714,high,1,0,10.16413888
朝阳,3,2,162.5456906,high,1,0,5.884997418
海淀,3,1,95.60272198,high,1,0,6.858634466
海淀,2,1,81.02906943,high,1,1,7.857436613
海淀,2,1,107.4245724,middle,1,0,5.920085824
朝阳,3,2,90.00852942,high,1,1,4.597078339
丰台,2,1,82.33890142,middle,1,0,4.376133555
海淀,1,0,37.82418569,low,1,1,9.087450833
东城,3,1,106.0806938,low,1,1,7.313926548
东城,2,1,103.8515321,high,1,0,10.69356369
西城,2,1,99.43745311,low,1,0,8.1757747
海淀,2,1,59.94797801,low,1,0,5.390323457
朝阳,3,2,142.7974815,middle,1,0,6.847638198
西城,2,2,144.1140724,low,1,1,5.495173843
海淀,3,2,131.3467373,high,0,0,6.800827472
西城,2,1,56.24458061,middle,1,1,10.02294496
丰台,2,1,85.3621576,low,0,0,3.302990546
西城,1,1,63.65394577,middle,1,0,6.244805669
海淀,1,1,42.12899112,low,1,0,9.047777657
丰台,3,1,122.6215483,high,1,0,3.181111026
海淀,1,1,66.11051686,middle,1,0,6.321681944
东城,2,1,77.20057703,high,1,1,8.561311631
朝阳,3,2,159.9782791,low,1,0,8.203517719
丰台,1,0,46.36902678,middle,1,0,4.786526407
丰台,3,1,120.3539895,low,0,0,3.788893079
海淀,1,0,63.50087593,low,1,1,7.96814289
朝阳,3,1,69.16520212,high,1,1,5.736995581
石景山,3,2,142.5289722,high,1,0,7.478236849
朝阳,2,1,95.36680697,middle,1,0,4.240563415
西城,1,1,43.3449985,middle,1,0,11.06328236
西城,2,1,61.92599414,middle,1,1,9.656898537
朝阳,3,2,175.9065018,low,1,1,4.54389
丰台,2,1,104.0184958,high,0,0,3.736309557
东城,2,2,252.098855,middle,1,0,8.744752795
西城,3,1,80.6351438,high,1,0,7.080792094
海淀,3,1,125.3368102,high,0,0,4.81980438
丰台,2,1,67.8206352,high,1,0,4.641477791
西城,2,0,50.26791559,high,1,1,11.81707079
朝阳,2,2,86.21749603,middle,0,0,5.00897934
石景山,3,2,134.5296795,high,0,0,5.286319658
海淀,2,1,58.94274881,middle,1,0,4.750472007
丰台,3,2,152.1152709,low,1,0,5.411717169
朝阳,2,2,88.16708913,middle,0,1,7.274705787
石景山,2,2,109.9314958,high,0,0,4.147708297
丰台,1,1,66.75655426,middle,1,0,3.637939752
海淀,4,2,198.1690389,middle,1,1,8.845706181
石景山,3,2,134.4441868,middle,0,0,4.310060526
东城,1,0,50.73971172,high,1,0,6.738473707
朝阳,3,2,118.1678673,middle,1,0,5.997534516
朝阳,3,2,145.774432,middle,0,0,8.43613864
朝阳,2,2,111.4311202,high,1,0,6.925167883
海淀,2,1,52.6457891,high,1,0,8.10843911
东城,2,1,58.75529616,high,1,1,8.673609308
海淀,2,1,60.38609787,middle,1,1,9.101668768
丰台,1,1,66.2772753,low,1,0,4.428421375
海淀,3,2,156.9860514,middle,1,1,8.821220391
朝阳,3,1,116.6669157,low,1,0,5.646451642
海淀,2,1,114.5843814,middle,1,1,8.454701218
东城,2,3,128.4079444,middle,1,0,8.135247966
东城,1,1,113.3560572,low,1,0,7.849408138
朝阳,2,1,59.52616141,middle,1,1,8.05698883
海淀,2,1,66.83786905,middle,1,0,6.739968837
朝阳,3,3,88.78514116,low,1,0,11.55767703
石景山,2,1,78.05935747,high,0,0,3.426907134
海淀,1,1,60.04760098,middle,1,0,6.373917853
东城,3,2,128.7867234,high,1,0,5.843150901
朝阳,2,2,145.0553263,high,1,0,6.759004568
石景山,2,1,51.66196941,middle,1,0,3.554434665
石景山,3,2,146.6631719,low,1,0,5.373842874
西城,2,1,58.97329919,middle,1,0,9.278490543
海淀,3,1,73.79338725,low,1,0,8.69281965
朝阳,2,1,86.86737373,low,0,0,4.596530184
石景山,2,0,58.15473393,middle,1,0,5.833894033
海淀,1,1,57.62959965,middle,0,0,8.084166408
海淀,2,1,99.99103811,middle,0,0,5.036614548
丰台,1,0,45.80923563,high,1,0,3.040499029
丰台,2,1,83.21818358,high,1,0,5.302394897
石景山,3,0,84.62083738,middle,1,0,3.271674627
海淀,2,1,66.52341878,high,1,0,7.471349705
丰台,3,2,147.4217939,middle,1,0,4.599224324
丰台,3,1,95.55429801,low,1,0,5.445939221
朝阳,3,1,135.8585826,high,1,0,3.79606865
西城,2,1,100.4607113,middle,1,1,5.66220093
丰台,3,2,137.3065374,low,0,0,3.120085341
丰台,2,2,97.29736078,low,0,0,4.637560229
丰台,3,2,126.780068,middle,1,0,6.313294511
丰台,3,2,156.0518811,high,0,0,2.284019066
石景山,1,1,61.06799434,middle,0,0,4.419382288
海淀,1,1,62.13180146,middle,1,1,6.047462611
朝阳,3,3,221.6962254,low,0,1,4.96896004
朝阳,2,1,59.24797806,middle,0,0,6.261802471
海淀,2,2,79.76445598,middle,0,0,4.803595135
石景山,1,1,58.25182604,middle,0,0,2.868037769
石景山,3,2,140.755548,middle,1,0,8.016096641
西城,3,1,88.55688317,low,0,1,11.00941251
丰台,2,1,70.74295504,middle,1,0,5.172237323
西城,2,1,57.73514015,middle,0,1,10.90167522
西城,1,2,153.577744,low,1,1,15.01857963
海淀,2,1,64.14500562,high,0,0,6.541781888
石景山,2,2,129.025138,middle,0,0,3.838917882
石景山,2,1,88.51449848,middle,0,0,6.463524114
海淀,2,1,64.77497547,low,1,1,7.324878904
丰台,2,1,160.1691191,high,0,0,3.444923494
东城,3,1,155.7692756,high,1,0,5.938105875
海淀,2,1,67.21866594,high,1,0,5.823332766
东城,1,1,49.70682366,high,1,0,4.101661408
丰台,2,1,81.66330956,high,1,0,4.18820953
朝阳,3,1,76.66814493,middle,1,0,4.590396782
丰台,1,1,65.06089317,high,1,0,4.287894566
东城,2,1,77.78158472,low,1,0,5.58939565
东城,2,1,81.56658534,low,1,1,9.567232259
石景山,1,1,65.58145099,low,0,0,4.602667351
东城,3,1,72.55965698,middle,1,0,8.079214756
丰台,2,1,71.00322783,low,1,0,4.427851638
东城,1,0,33.98833875,middle,1,1,10.87583008
海淀,1,1,65.65327553,high,0,0,5.288738053
西城,4,3,250.6406982,high,1,1,8.870131044
东城,2,1,139.2699234,middle,1,0,5.82881354
石景山,2,1,47.83523865,high,1,0,4.587425228
海淀,2,1,78.33460654,high,1,0,7.885746927
海淀,3,0,57.79151051,middle,1,0,7.503650802
西城,3,1,76.08838739,middle,1,0,11.06637653
朝阳,2,2,123.5689076,low,1,0,3.631399103
丰台,3,1,69.20986004,high,0,0,4.937952901
丰台,2,2,102.0552304,middle,0,0,6.874921445
海淀,2,1,62.7865604,low,1,0,7.107493514
石景山,2,1,80.56456665,low,1,0,3.815405772
海淀,1,0,47.9876321,low,1,1,9.291257203
东城,2,1,59.61923462,high,1,0,8.602076044
丰台,2,1,94.47088117,high,0,0,4.306263088
朝阳,3,1,95.20083951,high,0,1,6.472905777
海淀,3,1,115.0837406,low,1,1,7.175880222
朝阳,2,1,89.04936066,low,1,1,4.236001419
西城,2,1,83.41446164,middle,1,0,6.659033027
丰台,3,2,144.0695042,low,0,0,3.703421881
朝阳,2,1,64.51041056,middle,1,0,6.912389119
西城,2,0,53.82702542,middle,1,0,7.871798753
朝阳,2,1,87.17093904,middle,1,0,8.773192886
海淀,5,2,258.1062868,high,1,1,5.430631296
东城,1,1,37.62554351,middle,1,1,10.53742796
东城,1,1,54.72320744,low,1,1,7.676222194
朝阳,2,1,62.96338595,high,1,0,5.057902763
丰台,2,1,83.43934926,middle,1,0,4.965389102
东城,1,1,64.13615801,high,1,0,4.048502293
丰台,2,1,54.00731972,high,1,0,4.66818036
丰台,1,1,44.90122843,high,1,0,5.061177599
丰台,2,2,107.3992339,high,1,0,4.186120454
海淀,3,1,91.19141754,middle,0,0,5.855747708
东城,3,2,139.4368401,high,1,0,9.360879049
石景山,2,1,110.860677,low,0,0,4.246191732
东城,3,1,91.38984711,low,1,1,7.775477925
朝阳,2,1,115.7230409,middle,1,1,4.043253561
东城,1,1,64.82311759,middle,1,0,4.161239856
朝阳,2,1,56.74353018,high,1,1,5.553162563
西城,1,1,45.49880514,high,1,0,10.12904806
海淀,3,1,71.08414267,middle,1,0,8.495846748
东城,3,2,185.1304456,low,1,1,8.392845927
东城,2,1,73.24492511,middle,1,1,10.1436613
朝阳,3,1,75.64740034,high,1,1,6.793472164
东城,1,1,51.51383257,middle,1,0,8.696198393
西城,1,1,53.02288564,low,1,1,10.64976132
丰台,1,1,66.83610407,high,0,0,3.19276528
西城,3,1,79.27454928,middle,1,1,8.302495384
西城,4,2,229.5167746,high,1,1,6.963967449
石景山,2,1,51.22848006,high,1,0,3.755483798
丰台,2,0,51.46124349,middle,1,0,5.288235446
丰台,2,1,100.9399652,middle,1,0,4.990465482
丰台,3,2,132.8515933,middle,1,1,4.028826316
石景山,3,1,85.09744397,middle,1,0,3.974070091
石景山,2,1,61.7792837,high,0,0,3.256790703
朝阳,1,2,63.41205617,high,1,0,6.130074182
海淀,2,1,73.20775872,middle,0,0,6.087382594
石景山,1,1,37.38489181,low,0,1,3.982521589
丰台,2,1,97.58225636,low,0,0,4.414178409
丰台,2,1,55.14169919,high,1,0,3.867544536
海淀,1,1,63.22224055,low,1,1,6.193662774
朝阳,3,2,175.3639447,low,1,0,6.977294916
西城,1,1,42.97574012,middle,1,1,11.36625963
西城,2,1,53.97678477,high,1,1,9.354524689
东城,1,1,63.30348642,high,1,1,7.429637925
丰台,3,1,137.2628188,high,1,0,4.517441064
丰台,2,1,97.3417585,low,1,0,4.061534303
石景山,3,1,89.33829074,middle,1,0,3.658591603
西城,2,1,48.44279252,low,1,1,10.02660647
西城,3,1,67.15480758,low,1,1,11.27511418
西城,2,1,58.19655338,middle,1,1,11.85693217
丰台,2,2,66.99368333,high,0,0,3.466811146
丰台,3,1,124.4942674,high,0,0,3.519704871
西城,2,1,56.64334248,middle,1,1,7.026949356
朝阳,3,2,96.10032921,middle,1,0,4.742614297
海淀,4,3,284.0376407,low,0,0,4.733199457
石景山,2,1,64.16901485,high,0,0,3.845575541
东城,2,1,55.21358571,middle,1,1,6.821397509
石景山,2,2,111.0956029,high,0,0,6.355905837
海淀,3,2,130.5204586,high,0,0,3.582348812
东城,2,1,55.94832724,middle,1,0,9.553563357
石景山,2,2,54.03009032,middle,0,0,5.242679718
丰台,1,1,64.52576906,low,1,0,4.645534246
海淀,4,2,126.1268887,high,1,1,11.67118447
西城,3,1,164.3705723,high,1,1,8.464585266
丰台,2,1,56.05822258,low,1,0,4.622092221
西城,2,1,56.7294254,high,1,1,9.066584784
海淀,2,1,50.64081478,middle,1,0,6.055958068
海淀,1,0,40.14315804,high,1,0,6.912902573
西城,2,1,71.93449019,middle,1,0,8.531090216
丰台,4,2,116.7487977,high,1,0,4.173539794
西城,3,1,102.1887192,high,1,1,9.165540299
西城,2,1,59.98718557,middle,1,0,10.19044856
丰台,2,1,74.10538393,high,1,0,5.154914012
东城,2,1,165.5103933,middle,1,0,5.558601679
丰台,2,1,98.2288633,high,0,0,3.461300839
东城,2,1,57.17854708,high,1,0,8.679453986
东城,4,2,198.1047088,high,1,0,5.146289753
西城,2,1,84.88055413,middle,1,0,5.98177859
西城,2,1,62.28179071,middle,1,1,11.07089777
海淀,4,2,235.7562746,middle,1,1,7.775550283
东城,2,2,88.4987056,low,1,1,11.44934826
丰台,3,2,169.8226545,low,1,0,5.909609014
朝阳,3,2,149.4380207,low,1,0,6.42301246
西城,2,1,55.59648605,middle,0,1,10.588637
西城,2,1,59.45039405,high,1,1,11.08890387
石景山,1,1,48.49775512,low,1,0,4.504613696
朝阳,3,2,150.1424111,middle,1,1,3.950058491
海淀,3,2,168.0540911,middle,1,1,12.14976926
丰台,2,1,96.00757174,middle,1,0,5.311171166
海淀,2,1,106.6786682,high,1,1,6.128304441
朝阳,1,1,45.7052577,high,1,0,5.874905298
海淀,2,1,101.5996462,middle,1,0,4.684529121
东城,2,1,77.43428716,low,1,0,8.018772381
朝阳,3,2,190.2410556,low,1,1,4.475084786
西城,1,1,64.6598267,high,1,0,6.763879478
丰台,1,1,59.87856776,middle,0,0,5.062072985
海淀,3,2,102.4223749,low,1,1,6.003796678
海淀,1,1,66.59514133,high,0,0,5.518867541
东城,2,1,63.95865105,high,1,1,8.750236031
海淀,3,2,167.5976821,low,0,1,6.117668571
朝阳,2,1,57.62585242,middle,1,0,6.865417134
东城,1,1,41.85758205,low,1,0,9.174692083
朝阳,3,1,139.6587615,low,1,1,4.649385726
东城,2,1,76.30177297,middle,1,1,8.18245608
西城,3,1,104.4340587,high,1,0,6.906136852
海淀,4,1,218.010702,high,1,0,5.787039895
东城,3,1,65.80632666,middle,1,0,8.425369902
丰台,2,1,96.56597207,low,1,0,5.43754226
丰台,2,1,60.09471298,high,1,0,4.161693337
东城,3,1,246.3937391,low,1,0,7.766064675
石景山,1,1,57.28815283,low,1,0,4.606419077
东城,1,1,58.28475163,low,1,1,7.782050144
丰台,2,2,89.39915698,middle,0,0,4.226789905
朝阳,3,2,200.6612992,high,1,0,7.088003926
朝阳,2,2,100.508755,low,1,1,6.714695817
丰台,2,1,80.33206018,high,1,0,4.462718722
石景山,2,1,71.1055475,high,1,0,4.633077846
西城,4,2,185.0645702,high,1,1,10.04023617
海淀,2,1,60.67153253,high,1,1,7.760973735
朝阳,3,0,49.94235774,middle,1,0,3.802310137
海淀,3,2,149.1841658,middle,0,0,5.653501014
丰台,2,1,94.33802356,middle,0,0,3.647048936
丰台,1,0,50.49408218,middle,1,0,5.833689085
西城,3,1,66.44246804,low,0,1,8.01243365
东城,2,1,52.41735767,low,1,0,7.696852743
海淀,2,1,51.42260301,high,1,1,6.042441399
石景山,1,1,37.86040364,middle,0,0,6.265199579
东城,2,1,160.2223725,low,1,0,5.757213829
